,년도,시도,지자체,위반유형,차량종류,발생건수,대형사고,중대사고-여객,중대사고-화물,사망자수,치사율(%)
0,2018,서울,강동구,중앙선침범,승용,22.0,0.0,0,0,0.0,0.0
1,2018,서울,강동구,중앙선침범,승합,1.0,0.0,0,0,0.0,0.0
2,2018,서울,강동구,중앙선침범,화물,4.0,0.0,0,0,0.0,0.0
3,2018,서울,강동구,중앙선침범,이륜,3.0,0.0,0,0,0.0,0.0
4,2018,서울,강동구,중앙선침범,자전거,4.0,0.0,0,0,0.0,0.0
5,2018,서울,강동구,중앙선침범,기타,1.0,0.0,0,0,0.0,0.0
6,2018,서울,강동구,신호위반,승용,90.0,0.0,0,0,0.0,0.0
7,2018,서울,강동구,신호위반,승합,16.0,0.0,0,0,0.0,0.0
8,2018,서울,강동구,신호위반,화물,15.0,0.0,0,1,0.0,0.0
9,2018,서울,강동구,신호위반,이륜,19.0,0.0,0,0,0.0,0.0
10,2018,서울,강동구,신호위반,원동기,7.0,0.0,0,0,0.0,0.0
11,2018,서울,강동구,신호위반,자전거,2.0,0.0,0,0,0.0,0.0
12,2018,서울,강동구,신호위반,건설기계,2.0,0.0,0,0,0.0,0.0
13,2018,서울,강동구,안전거리미확보,승용,109.0,0.0,0,0,0.0,0.0
14,2018,서울,강동구,안전거리미확보,승합,8.0,0.0,0,0,0.0,0.0
15,2018,서울,강동구,안전거리미확보,화물,12.0,0.0,0,0,0.0,0.0
16,2018,서울,강동구,안전거리미확보,특수,1.0,0.0,0,0,0.0,0.0
17,2018,서울,강동구,안전거리미확보,이륜,6.0,0.0,0,0,0.0,0.0
18,2018,서울,강동구,안전거리미확보,원동기,2.0,0.0,0,0,0.0,0.0
19,2018,서울,강동구,안전거리미확보,자전거,4.0,0.0,0,0,0.0,0.0
20,2018,서울,강동구,안전거리미확보,건설기계,5.0,0.0,0,0,0.0,0.0
21,2018,서울,강동구,안전거리미확보,기타,5.0,0.0,0,0,0.0,0.0
22,2018,서울,강동구,불법유턴,승용,5.0,0.0,0,0,0.0,0.0
23,2018,서울,강동구,불법유턴,승합,1.0,0.0,0,0,0.0,0.0
24,2018,서울,강동구,불법유턴,이륜,2.0,0.0,0,0,0.0,0.0
25,2018,서울,강동구,불법유턴,자전거,1.0,0.0,0,0,0.0,0.0
26,2018,서울,강동구,불법유턴,기타,1.0,0.0,0,0,0.0,0.0
27,2018,서울,강동구,과속,승용,2.0,0.0,0,0,0.0,0.0
28,2018,서울,강동구,안전운전불이행,승용,542.0,0.0,0,0,5.0,0.92
29,2018,서울,강동구,안전운전불이행,승합,62.0,0.0,0,0,1.0,1.61
30,2018,서울,강동구,안전운전불이행,화물,74.0,0.0,0,5,1.0,1.35
31,2018,서울,강동구,안전운전불이행,특수,5.0,0.0,0,0,0.0,0.0
32,2018,서울,강동구,안전운전불이행,이륜,49.0,0.0,0,0,0.0,0.0
33,2018,서울,강동구,안전운전불이행,원동기,12.0,0.0,0,0,0.0,0.0
34,2018,서울,강동구,안전운전불이행,자전거,45.0,0.0,0,0,0.0,0.0
35,2018,서울,강동구,안전운전불이행,건설기계,5.0,0.0,0,0,2.0,40.0
36,2018,서울,강동구,안전운전불이행,개인형이동수단(PM),2.0,0.0,0,0,0.0,0.0
37,2018,서울,강동구,안전운전불이행,기타,41.0,0.0,0,0,0.0,0.0
38,2018,서울,강동구,교차로운행방법위반,승용,51.0,0.0,0,0,0.0,0.0
39,2018,서울,강동구,교차로운행방법위반,승합,1.0,0.0,0,0,0.0,0.0
40,2018,서울,강동구,교차로운행방법위반,화물,8.0,0.0,0,0,0.0,0.0
41,2018,서울,강동구,교차로운행방법위반,특수,1.0,0.0,0,0,0.0,0.0
42,2018,서울,강동구,교차로운행방법위반,이륜,7.0,0.0,0,0,0.0,0.0
43,2018,서울,강동구,교차로운행방법위반,원동기,2.0,0.0,0,0,0.0,0.0
44,2018,서울,강동구,교차로운행방법위반,자전거,3.0,0.0,0,0,0.0,0.0
45,2018,서울,강동구,교차로운행방법위반,기타,1.0,0.0,0,0,0.0,0.0
46,2018,서울,강동구,보행자보호의무위반,승용,48.0,0.0,0,0,2.0,4.17
47,2018,서울,강동구,보행자보호의무위반,승합,2.0,0.0,0,0,0.0,0.0
48,2018,서울,강동구,보행자보호의무위반,화물,11.0,0.0,0,1,0.0,0.0
49,2018,서울,강동구,보행자보호의무위반,이륜,3.0,0.0,0,0,0.0,0.0
50,2018,서울,강동구,보행자보호의무위반,원동기,1.0,0.0,0,0,0.0,0.0
51,2018,서울,강동구,보행자보호의무위반,기타,3.0,0.0,0,0,0.0,0.0
52,2018,서울,강동구,차로위반,승용,15.0,0.0,0,0,0.0,0.0
53,2018,서울,강동구,차로위반,승합,4.0,0.0,0,0,0.0,0.0
54,2018,서울,강동구,차로위반,화물,3.0,0.0,0,1,0.0,0.0
55,2018,서울,동대문구,중앙선침범,승용,20.0,0.0,0,0,0.0,0.0
56,2018,서울,동대문구,중앙선침범,승합,1.0,0.0,0,0,0.0,0.0
57,2018,서울,동대문구,중앙선침범,화물,8.0,0.0,0,1,1.0,12.5
58,2018,서울,동대문구,중앙선침범,이륜,6.0,0.0,0,0,0.0,0.0
59,2018,서울,동대문구,중앙선침범,원동기,3.0,0.0,0,0,0.0,0.0
60,2018,서울,동대문구,중앙선침범,자전거,10.0,0.0,0,0,0.0,0.0
61,2018,서울,동대문구,중앙선침범,기타,1.0,0.0,0,0,0.0,0.0
62,2018,서울,동대문구,신호위반,승용,112.0,0.0,0,0,0.0,0.0
63,2018,서울,동대문구,신호위반,승합,10.0,0.0,0,0,0.0,0.0
64,2018,서울,동대문구,신호위반,화물,10.0,0.0,0,1,0.0,0.0
65,2018,서울,동대문구,신호위반,이륜,55.0,0.0,0,0,0.0,0.0
66,2018,서울,동대문구,신호위반,원동기,16.0,0.0,0,0,0.0,0.0
67,2018,서울,동대문구,신호위반,자전거,7.0,0.0,0,0,0.0,0.0
68,2018,서울,동대문구,신호위반,건설기계,1.0,0.0,0,0,0.0,0.0
69,2018,서울,동대문구,신호위반,개인형이동수단(PM),2.0,0.0,0,0,0.0,0.0
70,2018,서울,동대문구,신호위반,기타,4.0,0.0,0,0,0.0,0.0
71,2018,서울,동대문구,안전거리미확보,승용,172.0,0.0,0,0,0.0,0.0
72,2018,서울,동대문구,안전거리미확보,승합,8.0,0.0,0,0,0.0,0.0
73,2018,서울,동대문구,안전거리미확보,화물,16.0,0.0,0,1,0.0,0.0
74,2018,서울,동대문구,안전거리미확보,이륜,15.0,0.0,0,0,0.0,0.0
75,2018,서울,동대문구,안전거리미확보,원동기,4.0,0.0,0,0,0.0,0.0
76,2018,서울,동대문구,안전거리미확보,자전거,5.0,0.0,0,0,1.0,20.0
77,2018,서울,동대문구,안전거리미확보,건설기계,1.0,0.0,0,0,0.0,0.0
78,2018,서울,동대문구,안전거리미확보,개인형이동수단(PM),1.0,0.0,0,0,0.0,0.0
79,2018,서울,동대문구,안전거리미확보,기타,3.0,0.0,0,0,0.0,0.0
80,2018,서울,동대문구,불법유턴,승용,4.0,0.0,0,0,0.0,0.0
81,2018,서울,동대문구,불법유턴,화물,1.0,0.0,0,0,0.0,0.0
82,2018,서울,동대문구,불법유턴,이륜,3.0,0.0,0,0,0.0,0.0
83,2018,서울,동대문구,불법유턴,자전거,6.0,0.0,0,0,0.0,0.0
84,2018,서울,동대문구,과속,승용,4.0,0.0,0,0,0.0,0.0
85,2018,서울,동대문구,과속,이륜,1.0,0.0,0,0,0.0,0.0
86,2018,서울,동대문구,안전운전불이행,승용,552.0,0.0,0,0,5.0,0.91
87,2018,서울,동대문구,안전운전불이행,승합,73.0,0.0,0,0,0.0,0.0
88,2018,서울,동대문구,안전운전불이행,화물,109.0,0.0,0,9,3.0,2.75
89,2018,서울,동대문구,안전운전불이행,이륜,99.0,0.0,0,0,0.0,0.0
90,2018,서울,동대문구,안전운전불이행,원동기,22.0,0.0,0,0,0.0,0.0
91,2018,서울,동대문구,안전운전불이행,자전거,64.0,0.0,0,0,0.0,0.0
92,2018,서울,동대문구,안전운전불이행,건설기계,10.0,0.0,0,0,0.0,0.0
93,2018,서울,동대문구,안전운전불이행,사륜오토바이(AVT),1.0,0.0,0,0,0.0,0.0
94,2018,서울,동대문구,안전운전불이행,개인형이동수단(PM),2.0,0.0,0,0,0.0,0.0
95,2018,서울,동대문구,안전운전불이행,기타,20.0,0.0,0,0,0.0,0.0
96,2018,서울,동대문구,교차로운행방법위반,승용,25.0,0.0,0,0,0.0,0.0
97,2018,서울,동대문구,교차로운행방법위반,승합,3.0,0.0,0,0,0.0,0.0
98,2018,서울,동대문구,교차로운행방법위반,화물,6.0,0.0,0,0,1.0,16.67
99,2018,서울,동대문구,교차로운행방법위반,이륜,3.0,0.0,0,0,0.0,0.0
100,2018,서울,동대문구,교차로운행방법위반,자전거,2.0,0.0,0,0,0.0,0.0
101,2018,서울,동대문구,교차로운행방법위반,기타,1.0,0.0,0,0,0.0,0.0
102,2018,서울,동대문구,보행자보호의무위반,승용,32.0,0.0,0,0,1.0,3.13
103,2018,서울,동대문구,보행자보호의무위반,화물,13.0,0.0,0,1,0.0,0.0
104,2018,서울,동대문구,보행자보호의무위반,이륜,3.0,0.0,0,0,1.0,33.33
105,2018,서울,동대문구,보행자보호의무위반,원동기,1.0,0.0,0,0,0.0,0.0
106,2018,서울,동대문구,보행자보호의무위반,자전거,1.0,0.0,0,0,0.0,0.0
107,2018,서울,동대문구,차로위반,승용,11.0,0.0,0,0,0.0,0.0
108,2018,서울,동대문구,차로위반,승합,1.0,0.0,0,0,0.0,0.0
109,2018,서울,동대문구,차로위반,화물,2.0,0.0,0,0,0.0,0.0
110,2018,서울,동작구,중앙선침범,승용,17.0,0.0,0,0,0.0,0.0
111,2018,서울,동작구,중앙선침범,승합,1.0,0.0,0,0,0.0,0.0
112,2018,서울,동작구,중앙선침범,화물,1.0,0.0,0,0,0.0,0.0
113,2018,서울,동작구,중앙선침범,이륜,6.0,0.0,0,0,0.0,0.0
114,2018,서울,동작구,중앙선침범,원동기,1.0,0.0,0,0,0.0,0.0
115,2018,서울,동작구,중앙선침범,자전거,4.0,0.0,0,0,0.0,0.0
116,2018,서울,동작구,신호위반,승용,70.0,0.0,0,0,1.0,1.43
117,2018,서울,동작구,신호위반,승합,3.0,0.0,0,0,0.0,0.0
118,2018,서울,동작구,신호위반,화물,4.0,0.0,0,0,0.0,0.0
119,2018,서울,동작구,신호위반,이륜,32.0,0.0,0,0,0.0,0.0
120,2018,서울,동작구,신호위반,원동기,7.0,0.0,0,0,0.0,0.0
121,2018,서울,동작구,신호위반,자전거,4.0,0.0,0,0,0.0,0.0
122,2018,서울,동작구,신호위반,기타,1.0,0.0,0,0,0.0,0.0
123,2018,서울,동작구,안전거리미확보,승용,145.0,0.0,0,0,0.0,0.0
124,2018,서울,동작구,안전거리미확보,승합,12.0,0.0,0,0,0.0,0.0
125,2018,서울,동작구,안전거리미확보,화물,12.0,0.0,0,2,0.0,0.0
126,2018,서울,동작구,안전거리미확보,이륜,16.0,0.0,0,0,0.0,0.0
127,2018,서울,동작구,안전거리미확보,원동기,6.0,0.0,0,0,0.0,0.0
128,2018,서울,동작구,안전거리미확보,자전거,2.0,0.0,0,0,0.0,0.0
129,2018,서울,동작구,안전거리미확보,건설기계,1.0,0.0,0,0,0.0,0.0
130,2018,서울,동작구,안전거리미확보,기타,1.0,0.0,0,0,0.0,0.0
131,2018,서울,동작구,불법유턴,승용,5.0,0.0,0,0,0.0,0.0
132,2018,서울,동작구,불법유턴,승합,1.0,0.0,0,0,0.0,0.0
133,2018,서울,동작구,불법유턴,화물,1.0,0.0,0,0,0.0,0.0
134,2018,서울,동작구,불법유턴,이륜,2.0,0.0,0,0,0.0,0.0
135,2018,서울,동작구,불법유턴,자전거,9.0,0.0,0,0,0.0,0.0
136,2018,서울,동작구,과속,승용,1.0,0.0,0,0,0.0,0.0
137,2018,서울,동작구,안전운전불이행,승용,515.0,0.0,0,0,1.0,0.19
138,2018,서울,동작구,안전운전불이행,승합,70.0,0.0,0,0,4.0,5.71
139,2018,서울,동작구,안전운전불이행,화물,56.0,0.0,0,7,1.0,1.79
140,2018,서울,동작구,안전운전불이행,특수,4.0,0.0,0,0,0.0,0.0
141,2018,서울,동작구,안전운전불이행,이륜,84.0,0.0,0,0,1.0,1.19
142,2018,서울,동작구,안전운전불이행,원동기,17.0,0.0,0,0,0.0,0.0
143,2018,서울,동작구,안전운전불이행,자전거,40.0,0.0,0,0,0.0,0.0
144,2018,서울,동작구,안전운전불이행,건설기계,2.0,0.0,0,0,0.0,0.0
145,2018,서울,동작구,안전운전불이행,개인형이동수단(PM),1.0,0.0,0,0,0.0,0.0
146,2018,서울,동작구,안전운전불이행,기타,20.0,0.0,0,0,0.0,0.0
147,2018,서울,동작구,교차로운행방법위반,승용,37.0,0.0,0,0,0.0,0.0
148,2018,서울,동작구,교차로운행방법위반,승합,4.0,0.0,0,0,0.0,0.0
149,2018,서울,동작구,교차로운행방법위반,화물,3.0,0.0,0,0,0.0,0.0
150,2018,서울,동작구,교차로운행방법위반,이륜,5.0,0.0,0,0,0.0,0.0
151,2018,서울,동작구,교차로운행방법위반,원동기,2.0,0.0,0,0,0.0,0.0
152,2018,서울,동작구,보행자보호의무위반,승용,44.0,0.0,0,0,0.0,0.0
153,2018,서울,동작구,보행자보호의무위반,승합,6.0,0.0,0,0,0.0,0.0
154,2018,서울,동작구,보행자보호의무위반,화물,8.0,0.0,0,1,0.0,0.0
155,2018,서울,동작구,보행자보호의무위반,이륜,4.0,0.0,0,0,0.0,0.0
156,2018,서울,동작구,보행자보호의무위반,원동기,2.0,0.0,0,0,0.0,0.0
157,2018,서울,동작구,보행자보호의무위반,건설기계,1.0,0.0,0,0,0.0,0.0
158,2018,서울,동작구,보행자보호의무위반,기타,5.0,0.0,0,0,0.0,0.0
159,2018,서울,동작구,차로위반,승용,26.0,0.0,0,0,0.0,0.0
160,2018,서울,동작구,차로위반,승합,2.0,0.0,0,0,0.0,0.0
161,2018,서울,동작구,차로위반,특수,1.0,0.0,0,0,0.0,0.0
162,2018,서울,동작구,차로위반,이륜,2.0,0.0,0,0,0.0,0.0
163,2018,서울,동작구,차로위반,건설기계,2.0,0.0,0,0,0.0,0.0
164,2018,서울,마포구,중앙선침범,승용,33.0,0.0,0,0,1.0,3.03
165,2018,서울,마포구,중앙선침범,화물,4.0,0.0,0,1,0.0,0.0
166,2018,서울,마포구,중앙선침범,이륜,3.0,0.0,0,0,0.0,0.0
167,2018,서울,마포구,중앙선침범,자전거,3.0,0.0,0,0,0.0,0.0
168,2018,서울,마포구,신호위반,승용,112.0,0.0,0,0,0.0,0.0
169,2018,서울,마포구,신호위반,승합,14.0,0.0,0,0,0.0,0.0
170,2018,서울,마포구,신호위반,화물,6.0,0.0,0,2,0.0,0.0
171,2018,서울,마포구,신호위반,이륜,24.0,0.0,0,0,1.0,4.17
172,2018,서울,마포구,신호위반,원동기,11.0,0.0,0,0,0.0,0.0
173,2018,서울,마포구,신호위반,자전거,5.0,0.0,0,0,0.0,0.0
174,2018,서울,마포구,신호위반,건설기계,3.0,0.0,0,0,1.0,33.33
175,2018,서울,마포구,신호위반,기타,2.0,0.0,0,0,0.0,0.0
176,2018,서울,마포구,안전거리미확보,승용,192.0,0.0,0,0,0.0,0.0
177,2018,서울,마포구,안전거리미확보,승합,16.0,0.0,0,0,0.0,0.0
178,2018,서울,마포구,안전거리미확보,화물,16.0,0.0,0,1,0.0,0.0
179,2018,서울,마포구,안전거리미확보,특수,1.0,0.0,0,0,0.0,0.0
180,2018,서울,마포구,안전거리미확보,이륜,6.0,0.0,0,0,0.0,0.0
181,2018,서울,마포구,안전거리미확보,원동기,5.0,0.0,0,0,0.0,0.0
182,2018,서울,마포구,안전거리미확보,자전거,2.0,0.0,0,0,0.0,0.0
183,2018,서울,마포구,안전거리미확보,건설기계,8.0,0.0,0,0,0.0,0.0
184,2018,서울,마포구,안전거리미확보,기타,8.0,0.0,0,0,0.0,0.0
185,2018,서울,마포구,불법유턴,승용,9.0,0.0,0,0,0.0,0.0
186,2018,서울,마포구,불법유턴,화물,2.0,0.0,0,0,0.0,0.0
187,2018,서울,마포구,불법유턴,자전거,2.0,0.0,0,0,0.0,0.0
188,2018,서울,마포구,과속,승용,7.0,0.0,0,0,1.0,14.29
189,2018,서울,마포구,과속,승합,1.0,0.0,0,0,1.0,100.0
190,2018,서울,마포구,안전운전불이행,승용,662.0,0.0,0,0,2.0,0.3
191,2018,서울,마포구,안전운전불이행,승합,57.0,0.0,0,0,2.0,3.51
192,2018,서울,마포구,안전운전불이행,화물,59.0,0.0,0,5,0.0,0.0
193,2018,서울,마포구,안전운전불이행,특수,3.0,0.0,0,0,0.0,0.0
194,2018,서울,마포구,안전운전불이행,이륜,54.0,0.0,0,0,1.0,1.85
195,2018,서울,마포구,안전운전불이행,원동기,15.0,0.0,0,0,0.0,0.0
196,2018,서울,마포구,안전운전불이행,자전거,31.0,0.0,0,0,1.0,3.23
197,2018,서울,마포구,안전운전불이행,건설기계,6.0,0.0,0,0,0.0,0.0
198,2018,서울,마포구,안전운전불이행,개인형이동수단(PM),2.0,0.0,0,0,0.0,0.0
199,2018,서울,마포구,안전운전불이행,기타,34.0,0.0,0,0,0.0,0.0
200,2018,서울,마포구,교차로운행방법위반,승용,37.0,0.0,0,0,0.0,0.0
201,2018,서울,마포구,교차로운행방법위반,승합,4.0,0.0,0,0,0.0,0.0
202,2018,서울,마포구,교차로운행방법위반,화물,1.0,0.0,0,1,0.0,0.0
203,2018,서울,마포구,교차로운행방법위반,이륜,3.0,0.0,0,0,0.0,0.0
204,2018,서울,마포구,교차로운행방법위반,자전거,1.0,0.0,0,0,0.0,0.0
205,2018,서울,마포구,교차로운행방법위반,건설기계,1.0,0.0,0,0,0.0,0.0
206,2018,서울,마포구,교차로운행방법위반,기타,1.0,0.0,0,0,0.0,0.0
207,2018,서울,마포구,보행자보호의무위반,승용,37.0,0.0,0,0,0.0,0.0
208,2018,서울,마포구,보행자보호의무위반,승합,6.0,0.0,0,0,0.0,0.0
209,2018,서울,마포구,보행자보호의무위반,화물,7.0,0.0,0,0,0.0,0.0
210,2018,서울,마포구,보행자보호의무위반,특수,1.0,0.0,0,0,0.0,0.0
211,2018,서울,마포구,보행자보호의무위반,이륜,2.0,0.0,0,0,0.0,0.0
212,2018,서울,마포구,보행자보호의무위반,원동기,1.0,0.0,0,0,0.0,0.0
213,2018,서울,마포구,보행자보호의무위반,자전거,1.0,0.0,0,0,0.0,0.0
214,2018,서울,마포구,보행자보호의무위반,건설기계,1.0,0.0,0,0,0.0,0.0
215,2018,서울,마포구,보행자보호의무위반,기타,2.0,0.0,0,0,0.0,0.0
216,2018,서울,마포구,차로위반,승용,42.0,0.0,0,0,0.0,0.0
217,2018,서울,마포구,차로위반,승합,1.0,0.0,0,0,0.0,0.0
218,2018,서울,마포구,차로위반,화물,4.0,0.0,0,0,0.0,0.0
219,2018,서울,서대문구,중앙선침범,승용,22.0,0.0,0,0,0.0,0.0
220,2018,서울,서대문구,중앙선침범,화물,2.0,0.0,0,0,0.0,0.0
221,2018,서울,서대문구,중앙선침범,이륜,7.0,0.0,0,0,1.0,14.29
222,2018,서울,서대문구,중앙선침범,원동기,1.0,0.0,0,0,0.0,0.0
223,2018,서울,서대문구,중앙선침범,자전거,1.0,0.0,0,0,0.0,0.0
224,2018,서울,서대문구,중앙선침범,기타,2.0,0.0,0,0,0.0,0.0
225,2018,서울,서대문구,신호위반,승용,59.0,0.0,0,0,0.0,0.0
226,2018,서울,서대문구,신호위반,승합,17.0,0.0,0,0,0.0,0.0
227,2018,서울,서대문구,신호위반,화물,7.0,0.0,0,1,0.0,0.0
228,2018,서울,서대문구,신호위반,이륜,23.0,0.0,0,0,0.0,0.0
229,2018,서울,서대문구,신호위반,원동기,8.0,0.0,0,0,0.0,0.0
230,2018,서울,서대문구,신호위반,자전거,4.0,0.0,0,0,0.0,0.0
231,2018,서울,서대문구,신호위반,건설기계,2.0,0.0,0,0,0.0,0.0
232,2018,서울,서대문구,신호위반,기타,2.0,0.0,0,0,0.0,0.0
233,2018,서울,서대문구,안전거리미확보,승용,57.0,0.0,0,0,0.0,0.0
234,2018,서울,서대문구,안전거리미확보,승합,6.0,0.0,0,0,0.0,0.0
235,2018,서울,서대문구,안전거리미확보,화물,7.0,0.0,0,0,0.0,0.0
236,2018,서울,서대문구,안전거리미확보,이륜,6.0,0.0,0,0,0.0,0.0
237,2018,서울,서대문구,안전거리미확보,자전거,1.0,0.0,0,0,0.0,0.0
238,2018,서울,서대문구,안전거리미확보,기타,1.0,0.0,0,0,0.0,0.0
239,2018,서울,서대문구,불법유턴,승용,4.0,0.0,0,0,0.0,0.0
240,2018,서울,서대문구,불법유턴,원동기,1.0,0.0,0,0,0.0,0.0
241,2018,서울,서대문구,불법유턴,자전거,1.0,0.0,0,0,0.0,0.0
242,2018,서울,서대문구,과속,승용,1.0,0.0,0,0,0.0,0.0
243,2018,서울,서대문구,안전운전불이행,승용,436.0,0.0,0,0,3.0,0.69
244,2018,서울,서대문구,안전운전불이행,승합,59.0,0.0,0,0,0.0,0.0
245,2018,서울,서대문구,안전운전불이행,화물,41.0,0.0,0,3,0.0,0.0
246,2018,서울,서대문구,안전운전불이행,이륜,50.0,0.0,0,0,0.0,0.0
247,2018,서울,서대문구,안전운전불이행,원동기,15.0,0.0,0,0,0.0,0.0
248,2018,서울,서대문구,안전운전불이행,자전거,17.0,0.0,0,0,0.0,0.0
249,2018,서울,서대문구,안전운전불이행,건설기계,4.0,0.0,0,0,0.0,0.0
250,2018,서울,서대문구,안전운전불이행,기타,12.0,0.0,0,0,0.0,0.0
251,2018,서울,서대문구,교차로운행방법위반,승용,21.0,0.0,0,0,0.0,0.0
252,2018,서울,서대문구,교차로운행방법위반,화물,6.0,0.0,0,2,0.0,0.0
253,2018,서울,서대문구,교차로운행방법위반,특수,1.0,0.0,0,0,0.0,0.0
254,2018,서울,서대문구,교차로운행방법위반,이륜,7.0,0.0,0,0,0.0,0.0
255,2018,서울,서대문구,교차로운행방법위반,자전거,1.0,0.0,0,0,0.0,0.0
256,2018,서울,서대문구,보행자보호의무위반,승용,30.0,0.0,0,0,0.0,0.0
257,2018,서울,서대문구,보행자보호의무위반,승합,4.0,0.0,0,0,0.0,0.0
258,2018,서울,서대문구,보행자보호의무위반,화물,5.0,0.0,0,1,0.0,0.0
259,2018,서울,서대문구,보행자보호의무위반,이륜,2.0,0.0,0,0,0.0,0.0
260,2018,서울,서대문구,보행자보호의무위반,원동기,1.0,0.0,0,0,0.0,0.0
261,2018,서울,서대문구,보행자보호의무위반,기타,2.0,0.0,0,0,0.0,0.0
262,2018,서울,서대문구,차로위반,승용,10.0,0.0,0,0,0.0,0.0
263,2018,서울,서대문구,차로위반,승합,1.0,0.0,0,0,0.0,0.0
264,2018,서울,서대문구,차로위반,이륜,3.0,0.0,0,0,0.0,0.0
265,2018,서울,서대문구,차로위반,자전거,1.0,0.0,0,0,0.0,0.0
266,2018,서울,서대문구,직진우회전진행방해,승용,8.0,0.0,0,0,0.0,0.0
267,2018,서울,서대문구,직진우회전진행방해,이륜,4.0,0.0,0,0,0.0,0.0
268,2018,서울,서대문구,직진우회전진행방해,원동기,1.0,0.0,0,0,0.0,0.0
269,2018,서울,서대문구,기타,승용,24.0,0.0,0,0,0.0,0.0
270,2018,서울,서대문구,기타,승합,14.0,0.0,0,0,1.0,7.14
271,2018,서울,서대문구,기타,화물,3.0,0.0,0,0,0.0,0.0
272,2018,서울,서초구,중앙선침범,승용,48.0,0.0,0,0,1.0,2.08
273,2018,서울,서초구,중앙선침범,승합,3.0,0.0,0,0,0.0,0.0
274,2018,서울,서초구,중앙선침범,화물,2.0,0.0,0,1,0.0,0.0
275,2018,서울,서초구,중앙선침범,이륜,9.0,0.0,0,0,1.0,11.11
276,2018,서울,서초구,중앙선침범,원동기,1.0,0.0,0,0,0.0,0.0
277,2018,서울,서초구,중앙선침범,자전거,4.0,0.0,0,0,0.0,0.0
278,2018,서울,서초구,중앙선침범,기타,1.0,0.0,0,0,0.0,0.0
279,2018,서울,서초구,신호위반,승용,155.0,0.0,0,0,1.0,0.65
280,2018,서울,서초구,신호위반,승합,15.0,0.0,0,0,0.0,0.0
281,2018,서울,서초구,신호위반,화물,12.0,0.0,0,1,0.0,0.0
282,2018,서울,서초구,신호위반,이륜,20.0,0.0,0,0,1.0,5.0
283,2018,서울,서초구,신호위반,자전거,2.0,0.0,0,0,0.0,0.0
284,2018,서울,서초구,신호위반,기타,4.0,0.0,0,0,0.0,0.0
285,2018,서울,서초구,안전거리미확보,승용,251.0,0.0,0,0,0.0,0.0
286,2018,서울,서초구,안전거리미확보,승합,28.0,0.0,0,0,0.0,0.0
287,2018,서울,서초구,안전거리미확보,화물,30.0,0.0,0,2,0.0,0.0
288,2018,서울,서초구,안전거리미확보,이륜,8.0,0.0,0,0,0.0,0.0
289,2018,서울,서초구,안전거리미확보,원동기,1.0,0.0,0,0,0.0,0.0
290,2018,서울,서초구,안전거리미확보,자전거,2.0,0.0,0,0,0.0,0.0
291,2018,서울,서초구,안전거리미확보,건설기계,5.0,0.0,0,0,0.0,0.0
292,2018,서울,서초구,안전거리미확보,기타,10.0,0.0,0,0,0.0,0.0
293,2018,서울,서초구,불법유턴,승용,3.0,0.0,0,0,0.0,0.0
294,2018,서울,서초구,불법유턴,승합,1.0,0.0,0,0,0.0,0.0
295,2018,서울,서초구,불법유턴,화물,1.0,0.0,0,0,0.0,0.0
296,2018,서울,서초구,불법유턴,자전거,2.0,0.0,0,0,0.0,0.0
297,2018,서울,서초구,불법유턴,개인형이동수단(PM),1.0,0.0,0,0,0.0,0.0
298,2018,서울,서초구,과속,승용,12.0,0.0,0,0,2.0,16.67
299,2018,서울,서초구,안전운전불이행,승용,1057.0,0.0,0,0,6.0,0.57
300,2018,서울,서초구,안전운전불이행,승합,109.0,1.0,0,0,1.0,0.92
301,2018,서울,서초구,안전운전불이행,화물,83.0,0.0,0,10,3.0,3.61
302,2018,서울,서초구,안전운전불이행,특수,3.0,0.0,0,0,0.0,0.0
303,2018,서울,서초구,안전운전불이행,이륜,64.0,0.0,0,0,1.0,1.56
304,2018,서울,서초구,안전운전불이행,원동기,4.0,0.0,0,0,0.0,0.0
305,2018,서울,서초구,안전운전불이행,자전거,24.0,0.0,0,0,0.0,0.0
306,2018,서울,서초구,안전운전불이행,건설기계,5.0,0.0,0,0,1.0,20.0
307,2018,서울,서초구,안전운전불이행,기타,39.0,0.0,0,0,0.0,0.0
308,2018,서울,서초구,교차로운행방법위반,승용,58.0,0.0,0,0,0.0,0.0
309,2018,서울,서초구,교차로운행방법위반,승합,7.0,0.0,0,0,0.0,0.0
310,2018,서울,서초구,교차로운행방법위반,화물,2.0,0.0,0,0,0.0,0.0
311,2018,서울,서초구,교차로운행방법위반,이륜,3.0,0.0,0,0,0.0,0.0
312,2018,서울,서초구,교차로운행방법위반,건설기계,1.0,0.0,0,0,0.0,0.0
313,2018,서울,서초구,보행자보호의무위반,승용,65.0,0.0,0,0,0.0,0.0
314,2018,서울,서초구,보행자보호의무위반,승합,9.0,0.0,0,0,0.0,0.0
315,2018,서울,서초구,보행자보호의무위반,화물,6.0,0.0,0,0,0.0,0.0
316,2018,서울,서초구,보행자보호의무위반,이륜,1.0,0.0,0,0,0.0,0.0
317,2018,서울,서초구,보행자보호의무위반,원동기,1.0,0.0,0,0,0.0,0.0
318,2018,서울,서초구,보행자보호의무위반,건설기계,1.0,0.0,0,0,0.0,0.0
319,2018,서울,서초구,보행자보호의무위반,기타,2.0,0.0,0,0,0.0,0.0
