,Unnamed: 0,년도,시도,지자체,연령대,차량종류,발생건수,대형사고,중대사고-여객(건),중대사고-화물(건),사망자수,치사율(%)
1290,25,2019,서울,동작구,40대,이륜,24,0,0,0,0,0.0
1291,26,2019,서울,동작구,40대,원동기,1,0,0,0,0,0.0
1292,27,2019,서울,동작구,40대,자전거,7,0,0,0,0,0.0
1293,28,2019,서울,동작구,40대,건설기계,1,0,0,0,0,0.0
1294,30,2019,서울,동작구,50대,승용,201,0,0,0,3,1.49
1295,31,2019,서울,동작구,50대,승합,52,0,0,0,0,0.0
1296,32,2019,서울,동작구,50대,화물,29,0,0,1,0,0.0
1297,33,2019,서울,동작구,50대,이륜,22,0,0,0,0,0.0
1298,34,2019,서울,동작구,50대,원동기,6,0,0,0,0,0.0
1299,35,2019,서울,동작구,50대,자전거,8,0,0,0,0,0.0
1300,36,2019,서울,동작구,50대,건설기계,7,0,0,0,0,0.0
1301,38,2019,서울,동작구,60대 이상,승용,267,0,0,0,1,0.37
1302,39,2019,서울,동작구,60대 이상,승합,44,0,0,0,0,0.0
1303,40,2019,서울,동작구,60대 이상,화물,35,0,0,2,0,0.0
1304,41,2019,서울,동작구,60대 이상,이륜,17,0,0,0,0,0.0
1305,42,2019,서울,동작구,60대 이상,원동기,3,0,0,0,0,0.0
1306,43,2019,서울,동작구,60대 이상,자전거,14,0,0,0,0,0.0
1307,44,2019,서울,동작구,60대 이상,건설기계,3,0,0,0,0,0.0
1308,46,2019,서울,동작구,알수없음,승용,1,0,0,0,0,0.0
1309,47,2019,서울,동작구,알수없음,이륜,2,0,0,0,0,0.0
1310,48,2019,서울,동작구,알수없음,자전거,1,0,0,0,0,0.0
1311,49,2019,서울,동작구,알수없음,기타,23,0,0,0,0,0.0
1312,1,2019,서울,마포구,20대 미만,승용,16,0,0,0,0,0.0
1313,2,2019,서울,마포구,20대 미만,이륜,22,0,0,0,0,0.0
1314,3,2019,서울,마포구,20대 미만,원동기,3,0,0,0,0,0.0
1315,4,2019,서울,마포구,20대 미만,자전거,10,0,0,0,0,0.0
1316,6,2019,서울,마포구,20대,승용,139,0,0,0,1,0.72
1317,7,2019,서울,마포구,20대,승합,2,0,0,0,0,0.0
1318,8,2019,서울,마포구,20대,화물,6,0,0,0,0,0.0
1319,9,2019,서울,마포구,20대,이륜,38,0,0,0,0,0.0
1320,10,2019,서울,마포구,20대,원동기,19,0,0,0,0,0.0
1321,11,2019,서울,마포구,20대,자전거,6,0,0,0,0,0.0
1322,12,2019,서울,마포구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
1323,13,2019,서울,마포구,20대,기타,1,0,0,0,0,0.0
1324,15,2019,서울,마포구,30대,승용,172,0,0,0,1,0.58
1325,16,2019,서울,마포구,30대,승합,4,0,0,0,0,0.0
1326,17,2019,서울,마포구,30대,화물,12,0,0,2,1,8.33
1327,18,2019,서울,마포구,30대,이륜,23,0,0,0,0,0.0
1328,19,2019,서울,마포구,30대,원동기,8,0,0,0,0,0.0
1329,20,2019,서울,마포구,30대,자전거,6,0,0,0,0,0.0
1330,21,2019,서울,마포구,30대,건설기계,1,0,0,0,0,0.0
1331,23,2019,서울,마포구,40대,승용,150,0,0,0,0,0.0
1332,24,2019,서울,마포구,40대,승합,19,0,1,0,0,0.0
1333,25,2019,서울,마포구,40대,화물,16,0,0,2,0,0.0
1334,26,2019,서울,마포구,40대,특수,1,0,0,0,0,0.0
1335,27,2019,서울,마포구,40대,이륜,16,0,0,0,0,0.0
1336,28,2019,서울,마포구,40대,원동기,6,0,0,0,0,0.0
1337,29,2019,서울,마포구,40대,자전거,7,0,0,0,0,0.0
1338,30,2019,서울,마포구,40대,건설기계,1,0,0,0,0,0.0
1339,31,2019,서울,마포구,40대,기타,1,0,0,0,0,0.0
1340,33,2019,서울,마포구,50대,승용,225,0,0,0,1,0.44
1341,34,2019,서울,마포구,50대,승합,52,0,0,0,0,0.0
1342,35,2019,서울,마포구,50대,화물,34,0,0,0,0,0.0
1343,36,2019,서울,마포구,50대,이륜,13,0,0,0,0,0.0
1344,37,2019,서울,마포구,50대,원동기,7,0,0,0,0,0.0
1345,38,2019,서울,마포구,50대,자전거,12,0,0,0,0,0.0
1346,39,2019,서울,마포구,50대,건설기계,5,0,0,0,0,0.0
1347,40,2019,서울,마포구,50대,개인형이동수단(PM),1,0,0,0,0,0.0
1348,42,2019,서울,마포구,60대 이상,승용,280,0,0,0,1,0.36
1349,43,2019,서울,마포구,60대 이상,승합,36,0,0,0,0,0.0
1350,44,2019,서울,마포구,60대 이상,화물,31,0,0,2,0,0.0
1351,45,2019,서울,마포구,60대 이상,특수,1,0,0,0,0,0.0
1352,46,2019,서울,마포구,60대 이상,이륜,13,0,0,0,0,0.0
1353,47,2019,서울,마포구,60대 이상,원동기,2,0,0,0,0,0.0
1354,48,2019,서울,마포구,60대 이상,자전거,10,0,0,0,0,0.0
1355,49,2019,서울,마포구,60대 이상,건설기계,3,0,0,0,1,33.33
1356,50,2019,서울,마포구,60대 이상,개인형이동수단(PM),1,0,0,0,1,100.0
1357,52,2019,서울,마포구,알수없음,자전거,1,0,0,0,0,0.0
1358,53,2019,서울,마포구,알수없음,기타,60,0,0,0,0,0.0
1359,1,2019,서울,서대문구,20대 미만,승용,2,0,0,0,0,0.0
1360,2,2019,서울,서대문구,20대 미만,이륜,21,0,0,0,0,0.0
1361,3,2019,서울,서대문구,20대 미만,원동기,6,0,0,0,0,0.0
1362,4,2019,서울,서대문구,20대 미만,자전거,7,0,0,0,0,0.0
1363,6,2019,서울,서대문구,20대,승용,71,1,0,0,1,1.41
1364,7,2019,서울,서대문구,20대,승합,2,0,0,0,0,0.0
1365,8,2019,서울,서대문구,20대,화물,9,0,0,0,0,0.0
1366,9,2019,서울,서대문구,20대,이륜,37,0,0,0,1,2.7
1367,10,2019,서울,서대문구,20대,원동기,8,0,0,0,0,0.0
1368,11,2019,서울,서대문구,20대,자전거,10,0,0,0,0,0.0
1369,12,2019,서울,서대문구,20대,개인형이동수단(PM),3,0,0,0,0,0.0
1370,14,2019,서울,서대문구,30대,승용,110,0,0,0,1,0.91
1371,15,2019,서울,서대문구,30대,승합,9,0,0,0,0,0.0
1372,16,2019,서울,서대문구,30대,화물,4,0,0,0,0,0.0
1373,17,2019,서울,서대문구,30대,이륜,22,0,0,0,0,0.0
1374,18,2019,서울,서대문구,30대,원동기,1,0,0,0,0,0.0
1375,19,2019,서울,서대문구,30대,자전거,3,0,0,0,0,0.0
1376,20,2019,서울,서대문구,30대,건설기계,2,0,0,0,0,0.0
1377,21,2019,서울,서대문구,30대,개인형이동수단(PM),1,0,0,0,0,0.0
1378,23,2019,서울,서대문구,40대,승용,137,0,0,0,0,0.0
1379,24,2019,서울,서대문구,40대,승합,23,1,1,0,0,0.0
1380,25,2019,서울,서대문구,40대,화물,17,0,0,2,0,0.0
1381,26,2019,서울,서대문구,40대,이륜,16,0,0,0,0,0.0
1382,27,2019,서울,서대문구,40대,원동기,2,0,0,0,0,0.0
1383,28,2019,서울,서대문구,40대,자전거,2,0,0,0,0,0.0
1384,29,2019,서울,서대문구,40대,건설기계,3,0,0,0,0,0.0
1385,31,2019,서울,서대문구,50대,승용,155,1,0,0,0,0.0
1386,32,2019,서울,서대문구,50대,승합,43,0,0,0,1,2.33
1387,33,2019,서울,서대문구,50대,화물,33,0,0,1,1,3.03
1388,34,2019,서울,서대문구,50대,이륜,12,0,0,0,0,0.0
1389,35,2019,서울,서대문구,50대,원동기,7,0,0,0,0,0.0
1390,36,2019,서울,서대문구,50대,자전거,3,0,0,0,0,0.0
1391,37,2019,서울,서대문구,50대,건설기계,8,0,0,0,1,12.5
1392,39,2019,서울,서대문구,60대 이상,승용,197,0,0,0,3,1.52
1393,40,2019,서울,서대문구,60대 이상,승합,45,0,0,0,3,6.67
1394,41,2019,서울,서대문구,60대 이상,화물,15,0,0,1,0,0.0
1395,42,2019,서울,서대문구,60대 이상,이륜,13,0,0,0,0,0.0
1396,43,2019,서울,서대문구,60대 이상,원동기,1,0,0,0,0,0.0
1397,44,2019,서울,서대문구,60대 이상,자전거,22,0,0,0,1,4.55
1398,45,2019,서울,서대문구,60대 이상,건설기계,3,0,0,0,1,33.33
1399,46,2019,서울,서대문구,60대 이상,기타,2,0,0,0,0,0.0
1400,48,2019,서울,서대문구,알수없음,자전거,1,0,0,0,0,0.0
1401,49,2019,서울,서대문구,알수없음,기타,25,0,0,0,0,0.0
1402,1,2019,서울,서초구,20대 미만,승용,13,0,0,0,0,0.0
1403,2,2019,서울,서초구,20대 미만,특수,1,0,0,0,0,0.0
1404,3,2019,서울,서초구,20대 미만,이륜,9,0,0,0,0,0.0
1405,4,2019,서울,서초구,20대 미만,원동기,2,0,0,0,0,0.0
1406,5,2019,서울,서초구,20대 미만,자전거,10,0,0,0,0,0.0
1407,6,2019,서울,서초구,20대 미만,개인형이동수단(PM),4,0,0,0,0,0.0
1408,8,2019,서울,서초구,20대,승용,210,0,0,0,1,0.48
1409,9,2019,서울,서초구,20대,승합,5,0,0,0,0,0.0
1410,10,2019,서울,서초구,20대,화물,17,0,0,0,0,0.0
1411,11,2019,서울,서초구,20대,특수,1,0,0,0,0,0.0
1412,12,2019,서울,서초구,20대,이륜,47,0,0,0,2,4.26
1413,13,2019,서울,서초구,20대,원동기,5,0,0,0,0,0.0
1414,14,2019,서울,서초구,20대,자전거,3,0,0,0,0,0.0
1415,15,2019,서울,서초구,20대,건설기계,1,0,0,0,0,0.0
1416,16,2019,서울,서초구,20대,개인형이동수단(PM),7,0,0,0,0,0.0
1417,18,2019,서울,서초구,30대,승용,329,1,0,0,1,0.3
1418,19,2019,서울,서초구,30대,승합,14,0,0,0,0,0.0
1419,20,2019,서울,서초구,30대,화물,17,0,0,2,0,0.0
1420,21,2019,서울,서초구,30대,이륜,35,0,0,0,0,0.0
1421,22,2019,서울,서초구,30대,원동기,6,0,0,0,0,0.0
1422,23,2019,서울,서초구,30대,자전거,7,0,0,0,0,0.0
1423,24,2019,서울,서초구,30대,건설기계,1,0,0,0,0,0.0
1424,25,2019,서울,서초구,30대,개인형이동수단(PM),4,0,0,0,0,0.0
1425,26,2019,서울,서초구,30대,기타,2,0,0,0,0,0.0
1426,28,2019,서울,서초구,40대,승용,316,0,0,0,0,0.0
1427,29,2019,서울,서초구,40대,승합,38,0,0,0,0,0.0
1428,30,2019,서울,서초구,40대,화물,28,0,0,2,0,0.0
1429,31,2019,서울,서초구,40대,특수,3,0,0,0,0,0.0
1430,32,2019,서울,서초구,40대,이륜,24,0,0,0,0,0.0
1431,33,2019,서울,서초구,40대,원동기,1,0,0,0,0,0.0
1432,34,2019,서울,서초구,40대,자전거,5,0,0,0,0,0.0
1433,35,2019,서울,서초구,40대,건설기계,3,0,0,0,1,33.33
1434,37,2019,서울,서초구,50대,승용,382,0,0,0,2,0.52
1435,38,2019,서울,서초구,50대,승합,65,0,0,0,0,0.0
1436,39,2019,서울,서초구,50대,화물,62,0,0,4,1,1.61
1437,40,2019,서울,서초구,50대,특수,2,0,0,0,0,0.0
1438,41,2019,서울,서초구,50대,이륜,23,0,0,0,0,0.0
1439,42,2019,서울,서초구,50대,원동기,1,0,0,0,0,0.0
1440,43,2019,서울,서초구,50대,자전거,11,0,0,0,0,0.0
1441,44,2019,서울,서초구,50대,건설기계,6,0,0,0,1,16.67
1442,46,2019,서울,서초구,60대 이상,승용,517,0,0,0,2,0.39
1443,47,2019,서울,서초구,60대 이상,승합,59,0,0,0,0,0.0
1444,48,2019,서울,서초구,60대 이상,화물,49,0,0,6,1,2.04
1445,49,2019,서울,서초구,60대 이상,이륜,14,0,0,0,1,7.14
1446,50,2019,서울,서초구,60대 이상,원동기,1,0,0,0,0,0.0
1447,51,2019,서울,서초구,60대 이상,자전거,10,0,0,0,0,0.0
1448,52,2019,서울,서초구,60대 이상,건설기계,3,0,0,0,1,33.33
1449,54,2019,서울,서초구,알수없음,승용,2,0,0,0,0,0.0
1450,55,2019,서울,서초구,알수없음,승합,1,0,0,0,0,0.0
1451,56,2019,서울,서초구,알수없음,이륜,1,0,0,0,0,0.0
1452,57,2019,서울,서초구,알수없음,개인형이동수단(PM),1,0,0,0,0,0.0
1453,58,2019,서울,서초구,알수없음,기타,40,0,0,0,0,0.0
1454,1,2019,서울,성동구,20대 미만,승용,3,0,0,0,0,0.0
1455,2,2019,서울,성동구,20대 미만,이륜,18,0,0,0,0,0.0
1456,3,2019,서울,성동구,20대 미만,자전거,10,0,0,0,0,0.0
1457,5,2019,서울,성동구,20대,승용,76,0,0,0,0,0.0
1458,6,2019,서울,성동구,20대,승합,2,0,0,0,0,0.0
1459,7,2019,서울,성동구,20대,화물,4,0,0,0,0,0.0
1460,8,2019,서울,성동구,20대,특수,1,0,0,0,0,0.0
1461,9,2019,서울,성동구,20대,이륜,44,0,0,0,1,2.27
1462,10,2019,서울,성동구,20대,원동기,1,0,0,0,0,0.0
1463,11,2019,서울,성동구,20대,자전거,8,0,0,0,0,0.0
1464,12,2019,서울,성동구,20대,건설기계,1,0,0,0,0,0.0
1465,13,2019,서울,성동구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
1466,15,2019,서울,성동구,30대,승용,127,0,0,0,1,0.79
1467,16,2019,서울,성동구,30대,승합,3,0,0,0,0,0.0
1468,17,2019,서울,성동구,30대,화물,16,0,0,2,0,0.0
1469,18,2019,서울,성동구,30대,이륜,18,0,0,0,1,5.56
1470,19,2019,서울,성동구,30대,자전거,3,0,0,0,0,0.0
1471,20,2019,서울,성동구,30대,건설기계,1,0,0,0,0,0.0
1472,21,2019,서울,성동구,30대,개인형이동수단(PM),3,0,0,0,0,0.0
1473,23,2019,서울,성동구,40대,승용,116,0,0,0,0,0.0
1474,24,2019,서울,성동구,40대,승합,18,0,0,0,0,0.0
1475,25,2019,서울,성동구,40대,화물,25,0,0,2,1,4.0
1476,26,2019,서울,성동구,40대,특수,2,0,0,0,0,0.0
1477,27,2019,서울,성동구,40대,이륜,22,0,0,0,0,0.0
1478,28,2019,서울,성동구,40대,자전거,10,0,0,0,0,0.0
1479,29,2019,서울,성동구,40대,건설기계,2,0,0,0,0,0.0
1480,31,2019,서울,성동구,50대,승용,152,0,0,0,1,0.66
1481,32,2019,서울,성동구,50대,승합,21,0,0,0,0,0.0
1482,33,2019,서울,성동구,50대,화물,24,0,0,2,0,0.0
1483,34,2019,서울,성동구,50대,특수,1,0,0,0,0,0.0
1484,35,2019,서울,성동구,50대,이륜,13,0,0,0,1,7.69
1485,36,2019,서울,성동구,50대,원동기,4,0,0,0,0,0.0
1486,37,2019,서울,성동구,50대,자전거,13,0,0,0,0,0.0
1487,39,2019,서울,성동구,60대 이상,승용,203,0,0,0,5,2.46
1488,40,2019,서울,성동구,60대 이상,승합,15,0,0,0,0,0.0
1489,41,2019,서울,성동구,60대 이상,화물,34,0,0,5,1,2.94
1490,42,2019,서울,성동구,60대 이상,이륜,14,0,0,0,0,0.0
1491,43,2019,서울,성동구,60대 이상,원동기,3,0,0,0,1,33.33
1492,44,2019,서울,성동구,60대 이상,자전거,17,0,0,0,0,0.0
1493,45,2019,서울,성동구,60대 이상,건설기계,3,0,0,0,0,0.0
1494,46,2019,서울,성동구,60대 이상,기타,1,0,0,0,0,0.0
1495,48,2019,서울,성동구,알수없음,자전거,2,0,0,0,0,0.0
1496,49,2019,서울,성동구,알수없음,기타,35,0,0,0,0,0.0
1497,1,2019,서울,성북구,20대 미만,승용,5,0,0,0,0,0.0
1498,2,2019,서울,성북구,20대 미만,이륜,16,0,0,0,0,0.0
1499,3,2019,서울,성북구,20대 미만,원동기,4,0,0,0,0,0.0
1500,4,2019,서울,성북구,20대 미만,자전거,8,0,0,0,0,0.0
1501,6,2019,서울,성북구,20대,승용,89,0,0,0,0,0.0
1502,7,2019,서울,성북구,20대,승합,6,0,0,0,0,0.0
1503,8,2019,서울,성북구,20대,화물,10,0,0,0,0,0.0
1504,9,2019,서울,성북구,20대,이륜,64,0,0,0,1,1.56
1505,10,2019,서울,성북구,20대,원동기,5,0,0,0,0,0.0
1506,11,2019,서울,성북구,20대,자전거,12,0,0,0,0,0.0
1507,12,2019,서울,성북구,20대,개인형이동수단(PM),1,0,0,0,0,0.0
1508,14,2019,서울,성북구,30대,승용,166,0,0,0,1,0.6
1509,15,2019,서울,성북구,30대,승합,11,0,0,0,0,0.0
1510,16,2019,서울,성북구,30대,화물,19,0,0,1,0,0.0
1511,17,2019,서울,성북구,30대,이륜,43,0,0,0,0,0.0
1512,18,2019,서울,성북구,30대,원동기,1,0,0,0,0,0.0
1513,19,2019,서울,성북구,30대,자전거,2,0,0,0,0,0.0
1514,20,2019,서울,성북구,30대,건설기계,2,0,0,0,0,0.0
1515,22,2019,서울,성북구,40대,승용,180,0,0,0,0,0.0
1516,23,2019,서울,성북구,40대,승합,18,0,0,0,0,0.0
1517,24,2019,서울,성북구,40대,화물,29,0,0,3,0,0.0
1518,25,2019,서울,성북구,40대,이륜,40,0,0,0,0,0.0
1519,26,2019,서울,성북구,40대,원동기,2,0,0,0,0,0.0
1520,27,2019,서울,성북구,40대,자전거,4,0,0,0,0,0.0
1521,28,2019,서울,성북구,40대,건설기계,3,0,0,0,1,33.33
1522,30,2019,서울,성북구,50대,승용,200,0,0,0,0,0.0
1523,31,2019,서울,성북구,50대,승합,39,0,0,0,1,2.56
1524,32,2019,서울,성북구,50대,화물,47,0,0,2,0,0.0
1525,33,2019,서울,성북구,50대,특수,1,0,0,0,0,0.0
1526,34,2019,서울,성북구,50대,이륜,28,0,0,0,0,0.0
1527,35,2019,서울,성북구,50대,원동기,4,0,0,0,0,0.0
1528,36,2019,서울,성북구,50대,자전거,4,0,0,0,0,0.0
1529,37,2019,서울,성북구,50대,건설기계,8,0,0,0,1,12.5
1530,38,2019,서울,성북구,50대,개인형이동수단(PM),1,0,0,0,0,0.0
1531,40,2019,서울,성북구,60대 이상,승용,317,0,0,0,1,0.32
1532,41,2019,서울,성북구,60대 이상,승합,35,0,0,0,0,0.0
1533,42,2019,서울,성북구,60대 이상,화물,31,0,0,0,1,3.23
1534,43,2019,서울,성북구,60대 이상,이륜,26,0,0,0,0,0.0
1535,44,2019,서울,성북구,60대 이상,원동기,3,0,0,0,0,0.0
1536,45,2019,서울,성북구,60대 이상,자전거,7,0,0,0,0,0.0
1537,46,2019,서울,성북구,60대 이상,건설기계,5,0,0,0,0,0.0
1538,47,2019,서울,성북구,60대 이상,사륜오토바이(AVT),1,0,0,0,1,100.0
1539,48,2019,서울,성북구,60대 이상,기타,1,0,0,0,0,0.0
1540,50,2019,서울,성북구,알수없음,기타,11,0,0,0,0,0.0
1541,1,2019,서울,송파구,20대 미만,승용,9,0,0,0,0,0.0
1542,2,2019,서울,송파구,20대 미만,이륜,29,0,0,0,0,0.0
1543,3,2019,서울,송파구,20대 미만,원동기,11,0,0,0,0,0.0
1544,4,2019,서울,송파구,20대 미만,자전거,40,0,0,0,0,0.0
1545,5,2019,서울,송파구,20대 미만,개인형이동수단(PM),2,0,0,0,0,0.0
1546,6,2019,서울,송파구,20대 미만,기타,1,0,0,0,0,0.0
1547,8,2019,서울,송파구,20대,승용,191,0,0,0,1,0.52
1548,9,2019,서울,송파구,20대,승합,4,0,0,0,0,0.0
1549,10,2019,서울,송파구,20대,화물,9,0,0,2,0,0.0
1550,11,2019,서울,송파구,20대,특수,1,0,0,0,0,0.0
1551,12,2019,서울,송파구,20대,이륜,62,0,0,0,0,0.0
1552,13,2019,서울,송파구,20대,원동기,16,0,0,0,1,6.25
1553,14,2019,서울,송파구,20대,자전거,28,0,0,0,0,0.0
1554,15,2019,서울,송파구,20대,개인형이동수단(PM),3,0,0,0,0,0.0
1555,16,2019,서울,송파구,20대,기타,2,0,0,0,0,0.0
1556,18,2019,서울,송파구,30대,승용,348,0,0,0,0,0.0
1557,19,2019,서울,송파구,30대,승합,12,0,0,0,0,0.0
1558,20,2019,서울,송파구,30대,화물,30,0,0,3,0,0.0
1559,21,2019,서울,송파구,30대,특수,3,0,0,0,0,0.0
1560,22,2019,서울,송파구,30대,이륜,45,0,0,0,2,4.44
1561,23,2019,서울,송파구,30대,원동기,8,0,0,0,1,12.5
1562,24,2019,서울,송파구,30대,자전거,18,0,0,0,0,0.0
1563,25,2019,서울,송파구,30대,건설기계,2,0,0,0,0,0.0
1564,26,2019,서울,송파구,30대,사륜오토바이(AVT),1,0,0,0,0,0.0
1565,27,2019,서울,송파구,30대,개인형이동수단(PM),2,0,0,0,0,0.0
1566,28,2019,서울,송파구,30대,기타,1,0,0,0,0,0.0
1567,30,2019,서울,송파구,40대,승용,340,0,0,0,1,0.29
1568,31,2019,서울,송파구,40대,승합,32,0,1,0,1,3.13
1569,32,2019,서울,송파구,40대,화물,62,0,0,5,1,1.61
1570,33,2019,서울,송파구,40대,특수,2,0,0,0,0,0.0
1571,34,2019,서울,송파구,40대,이륜,40,0,0,0,1,2.5
1572,35,2019,서울,송파구,40대,원동기,11,0,0,0,0,0.0
1573,36,2019,서울,송파구,40대,자전거,26,0,0,0,0,0.0
1574,37,2019,서울,송파구,40대,건설기계,5,0,0,0,0,0.0
1575,38,2019,서울,송파구,40대,기타,2,0,0,0,0,0.0
1576,40,2019,서울,송파구,50대,승용,441,0,0,0,1,0.23
1577,41,2019,서울,송파구,50대,승합,63,0,0,0,0,0.0
1578,42,2019,서울,송파구,50대,화물,73,0,0,3,0,0.0
1579,43,2019,서울,송파구,50대,특수,1,0,0,0,0,0.0
1580,44,2019,서울,송파구,50대,이륜,22,0,0,0,0,0.0
1581,45,2019,서울,송파구,50대,원동기,6,0,0,0,0,0.0
1582,46,2019,서울,송파구,50대,자전거,41,0,0,0,0,0.0
1583,47,2019,서울,송파구,50대,건설기계,11,0,0,0,0,0.0
1584,48,2019,서울,송파구,50대,기타,2,0,0,0,0,0.0
1585,50,2019,서울,송파구,60대 이상,승용,584,0,0,0,3,0.51
1586,51,2019,서울,송파구,60대 이상,승합,51,1,0,0,0,0.0
1587,52,2019,서울,송파구,60대 이상,화물,43,0,0,6,0,0.0
1588,53,2019,서울,송파구,60대 이상,특수,1,0,0,0,0,0.0
1589,54,2019,서울,송파구,60대 이상,이륜,15,0,0,0,0,0.0
1590,55,2019,서울,송파구,60대 이상,원동기,7,0,0,0,0,0.0
1591,56,2019,서울,송파구,60대 이상,자전거,62,0,0,0,0,0.0
1592,57,2019,서울,송파구,60대 이상,건설기계,4,0,0,0,0,0.0
1593,59,2019,서울,송파구,알수없음,승용,1,0,0,0,0,0.0
1594,60,2019,서울,송파구,알수없음,승합,1,0,0,0,0,0.0
1595,61,2019,서울,송파구,알수없음,이륜,1,0,0,0,0,0.0
1596,62,2019,서울,송파구,알수없음,자전거,3,0,0,0,0,0.0
1597,63,2019,서울,송파구,알수없음,기타,61,0,0,0,0,0.0
1598,1,2019,서울,양천구,20대 미만,승용,6,0,0,0,0,0.0
1599,2,2019,서울,양천구,20대 미만,이륜,28,0,0,0,1,3.57
1600,3,2019,서울,양천구,20대 미만,원동기,1,0,0,0,0,0.0
1601,4,2019,서울,양천구,20대 미만,자전거,21,0,0,0,1,4.76
1602,6,2019,서울,양천구,20대,승용,91,0,0,0,1,1.1
1603,7,2019,서울,양천구,20대,승합,1,0,0,0,0,0.0
1604,8,2019,서울,양천구,20대,화물,6,0,0,0,0,0.0
1605,9,2019,서울,양천구,20대,이륜,32,0,0,0,0,0.0
1606,10,2019,서울,양천구,20대,원동기,3,0,0,0,0,0.0
1607,11,2019,서울,양천구,20대,자전거,6,0,0,0,0,0.0
1608,12,2019,서울,양천구,20대,개인형이동수단(PM),1,0,0,0,0,0.0
1609,14,2019,서울,양천구,30대,승용,161,0,0,0,0,0.0
1610,15,2019,서울,양천구,30대,승합,9,0,0,0,0,0.0
1611,16,2019,서울,양천구,30대,화물,20,0,0,3,0,0.0
1612,17,2019,서울,양천구,30대,특수,1,0,0,0,0,0.0
1613,18,2019,서울,양천구,30대,이륜,29,0,0,0,0,0.0
1614,19,2019,서울,양천구,30대,원동기,1,0,0,0,0,0.0
1615,20,2019,서울,양천구,30대,자전거,6,0,0,0,0,0.0
1616,21,2019,서울,양천구,30대,건설기계,1,0,0,0,0,0.0
1617,23,2019,서울,양천구,40대,승용,192,0,0,0,2,1.04
1618,24,2019,서울,양천구,40대,승합,19,0,0,0,0,0.0
1619,25,2019,서울,양천구,40대,화물,29,0,0,3,0,0.0
1620,26,2019,서울,양천구,40대,이륜,17,0,0,0,0,0.0
1621,27,2019,서울,양천구,40대,원동기,1,0,0,0,0,0.0
1622,28,2019,서울,양천구,40대,자전거,5,0,0,0,0,0.0
1623,29,2019,서울,양천구,40대,건설기계,3,0,0,0,0,0.0
1624,30,2019,서울,양천구,40대,사륜오토바이(AVT),2,0,0,0,0,0.0
1625,31,2019,서울,양천구,40대,개인형이동수단(PM),1,0,0,0,0,0.0
1626,33,2019,서울,양천구,50대,승용,247,0,0,0,1,0.4
1627,34,2019,서울,양천구,50대,승합,31,0,0,0,0,0.0
1628,35,2019,서울,양천구,50대,화물,57,0,0,4,0,0.0
1629,36,2019,서울,양천구,50대,이륜,9,0,0,0,0,0.0
1630,37,2019,서울,양천구,50대,원동기,3,0,0,0,0,0.0
1631,38,2019,서울,양천구,50대,자전거,9,0,0,0,0,0.0
1632,39,2019,서울,양천구,50대,건설기계,4,0,0,0,0,0.0
1633,41,2019,서울,양천구,60대 이상,승용,307,0,0,0,1,0.33
1634,42,2019,서울,양천구,60대 이상,승합,32,0,0,0,2,6.25
1635,43,2019,서울,양천구,60대 이상,화물,38,0,0,2,2,5.26
1636,44,2019,서울,양천구,60대 이상,이륜,9,0,0,0,0,0.0
1637,45,2019,서울,양천구,60대 이상,원동기,4,0,0,0,0,0.0
1638,46,2019,서울,양천구,60대 이상,자전거,21,0,0,0,0,0.0
1639,47,2019,서울,양천구,60대 이상,건설기계,3,0,0,0,0,0.0
1640,48,2019,서울,양천구,60대 이상,기타,1,0,0,0,0,0.0
1641,50,2019,서울,양천구,알수없음,자전거,2,0,0,0,0,0.0
1642,51,2019,서울,양천구,알수없음,기타,36,0,0,0,0,0.0
1643,1,2019,서울,강동구,20대 미만,승용,4,0,0,0,0,0.0
1644,2,2019,서울,강동구,20대 미만,이륜,18,0,0,0,0,0.0
1645,3,2019,서울,강동구,20대 미만,원동기,4,0,0,0,0,0.0
1646,4,2019,서울,강동구,20대 미만,자전거,12,0,0,0,0,0.0
1647,5,2019,서울,강동구,20대 미만,개인형이동수단(PM),1,0,0,0,0,0.0
1648,7,2019,서울,강동구,20대,승용,81,0,0,0,1,1.23
1649,8,2019,서울,강동구,20대,승합,5,0,0,0,0,0.0
1650,9,2019,서울,강동구,20대,화물,9,0,0,0,0,0.0
1651,10,2019,서울,강동구,20대,특수,3,0,0,0,0,0.0
1652,11,2019,서울,강동구,20대,이륜,26,0,0,0,0,0.0
1653,12,2019,서울,강동구,20대,원동기,5,0,0,0,0,0.0
1654,13,2019,서울,강동구,20대,자전거,10,0,0,0,0,0.0
1655,14,2019,서울,강동구,20대,건설기계,2,0,0,0,0,0.0
1656,16,2019,서울,강동구,30대,승용,143,0,0,0,1,0.7
1657,17,2019,서울,강동구,30대,승합,11,0,0,0,0,0.0
1658,18,2019,서울,강동구,30대,화물,23,0,0,2,0,0.0
1659,19,2019,서울,강동구,30대,특수,2,0,0,0,0,0.0
1660,20,2019,서울,강동구,30대,이륜,21,0,0,0,0,0.0
1661,21,2019,서울,강동구,30대,원동기,5,0,0,0,0,0.0
1662,22,2019,서울,강동구,30대,자전거,7,0,0,0,0,0.0
1663,23,2019,서울,강동구,30대,건설기계,1,0,0,0,0,0.0
1664,24,2019,서울,강동구,30대,사륜오토바이(AVT),1,0,0,0,0,0.0
