,Unnamed: 0,년도,시도,지자체,연령대,차량종류,발생건수,대형사고,중대사고-여객(건),중대사고-화물(건),사망자수,치사율(%)
0,1,2018,서울,강남구,20대 미만,승용,9,0,0,0,0,0.0
1,2,2018,서울,강남구,20대 미만,이륜,10,0,0,0,0,0.0
2,3,2018,서울,강남구,20대 미만,원동기,1,0,0,0,0,0.0
3,4,2018,서울,강남구,20대 미만,자전거,15,0,0,0,0,0.0
4,6,2018,서울,강남구,20대,승용,321,0,0,0,1,0.31
5,7,2018,서울,강남구,20대,승합,5,0,0,0,0,0.0
6,8,2018,서울,강남구,20대,화물,10,0,0,0,0,0.0
7,9,2018,서울,강남구,20대,특수,2,0,0,0,0,0.0
8,10,2018,서울,강남구,20대,이륜,54,0,0,0,1,1.85
9,11,2018,서울,강남구,20대,원동기,3,0,0,0,0,0.0
10,12,2018,서울,강남구,20대,자전거,7,0,0,0,0,0.0
11,13,2018,서울,강남구,20대,건설기계,1,0,0,0,0,0.0
12,14,2018,서울,강남구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
13,16,2018,서울,강남구,30대,승용,572,0,0,0,2,0.35
14,17,2018,서울,강남구,30대,승합,13,0,0,0,0,0.0
15,18,2018,서울,강남구,30대,화물,31,0,0,4,0,0.0
16,19,2018,서울,강남구,30대,특수,3,0,0,0,0,0.0
17,20,2018,서울,강남구,30대,이륜,54,0,0,0,0,0.0
18,21,2018,서울,강남구,30대,원동기,5,0,0,0,0,0.0
19,22,2018,서울,강남구,30대,자전거,11,0,0,0,0,0.0
20,23,2018,서울,강남구,30대,건설기계,1,0,0,0,0,0.0
21,24,2018,서울,강남구,30대,개인형이동수단(PM),1,0,0,0,0,0.0
22,25,2018,서울,강남구,30대,기타,1,0,0,0,0,0.0
23,27,2018,서울,강남구,40대,승용,506,0,0,0,1,0.2
24,28,2018,서울,강남구,40대,승합,25,0,0,0,1,4.0
25,29,2018,서울,강남구,40대,화물,33,0,0,1,1,3.03
26,30,2018,서울,강남구,40대,특수,2,0,0,0,0,0.0
27,31,2018,서울,강남구,40대,이륜,29,0,0,0,0,0.0
28,32,2018,서울,강남구,40대,원동기,3,0,0,0,0,0.0
29,33,2018,서울,강남구,40대,자전거,8,0,0,0,0,0.0
30,34,2018,서울,강남구,40대,건설기계,2,0,0,0,0,0.0
31,36,2018,서울,강남구,50대,승용,591,0,0,0,2,0.34
32,37,2018,서울,강남구,50대,승합,50,0,0,0,1,2.0
33,38,2018,서울,강남구,50대,화물,56,0,0,5,1,1.79
34,39,2018,서울,강남구,50대,이륜,34,0,0,0,1,2.94
35,40,2018,서울,강남구,50대,원동기,1,0,0,0,0,0.0
36,41,2018,서울,강남구,50대,자전거,8,0,0,0,0,0.0
37,42,2018,서울,강남구,50대,건설기계,4,0,0,0,0,0.0
38,43,2018,서울,강남구,50대,기타,1,0,0,0,0,0.0
39,45,2018,서울,강남구,60대 이상,승용,825,1,1,0,5,0.61
40,46,2018,서울,강남구,60대 이상,승합,22,0,0,0,1,4.55
41,47,2018,서울,강남구,60대 이상,화물,25,0,0,1,1,4.0
42,48,2018,서울,강남구,60대 이상,이륜,13,0,0,0,0,0.0
43,49,2018,서울,강남구,60대 이상,원동기,2,0,0,0,0,0.0
44,50,2018,서울,강남구,60대 이상,자전거,9,0,0,0,1,11.11
45,51,2018,서울,강남구,60대 이상,건설기계,3,0,0,0,0,0.0
46,52,2018,서울,강남구,60대 이상,기타,1,0,0,0,0,0.0
47,54,2018,서울,강남구,알수없음,승용,1,0,0,0,0,0.0
48,55,2018,서울,강남구,알수없음,자전거,1,0,0,0,0,0.0
49,56,2018,서울,강남구,알수없음,기타,72,0,0,0,0,0.0
50,1,2018,서울,도봉구,20대 미만,승용,3,0,0,0,0,0.0
51,2,2018,서울,도봉구,20대 미만,화물,1,0,0,0,0,0.0
52,3,2018,서울,도봉구,20대 미만,이륜,10,0,0,0,0,0.0
53,4,2018,서울,도봉구,20대 미만,원동기,3,0,0,0,0,0.0
54,5,2018,서울,도봉구,20대 미만,자전거,10,0,0,0,0,0.0
55,7,2018,서울,도봉구,20대,승용,46,0,0,0,0,0.0
56,8,2018,서울,도봉구,20대,승합,1,0,0,0,0,0.0
57,9,2018,서울,도봉구,20대,화물,4,0,0,0,0,0.0
58,10,2018,서울,도봉구,20대,이륜,27,0,0,0,0,0.0
59,11,2018,서울,도봉구,20대,원동기,4,0,0,0,0,0.0
60,12,2018,서울,도봉구,20대,자전거,4,0,0,0,0,0.0
61,14,2018,서울,도봉구,30대,승용,66,0,0,0,0,0.0
62,15,2018,서울,도봉구,30대,승합,4,0,0,0,0,0.0
63,16,2018,서울,도봉구,30대,화물,9,0,0,0,0,0.0
64,17,2018,서울,도봉구,30대,이륜,15,0,0,0,0,0.0
65,18,2018,서울,도봉구,30대,원동기,2,0,0,0,0,0.0
66,19,2018,서울,도봉구,30대,자전거,1,0,0,0,0,0.0
67,21,2018,서울,도봉구,40대,승용,80,0,0,0,0,0.0
68,22,2018,서울,도봉구,40대,승합,14,0,0,0,1,7.14
69,23,2018,서울,도봉구,40대,화물,13,0,0,1,0,0.0
70,24,2018,서울,도봉구,40대,이륜,9,0,0,0,0,0.0
71,25,2018,서울,도봉구,40대,자전거,2,0,0,0,0,0.0
72,26,2018,서울,도봉구,40대,건설기계,1,0,0,0,0,0.0
73,27,2018,서울,도봉구,40대,사륜오토바이(AVT),1,0,0,0,0,0.0
74,29,2018,서울,도봉구,50대,승용,138,0,0,0,0,0.0
75,30,2018,서울,도봉구,50대,승합,35,0,0,0,0,0.0
76,31,2018,서울,도봉구,50대,화물,24,0,0,1,0,0.0
77,32,2018,서울,도봉구,50대,이륜,9,0,0,0,0,0.0
78,33,2018,서울,도봉구,50대,원동기,2,0,0,0,0,0.0
79,34,2018,서울,도봉구,50대,자전거,11,0,0,0,1,9.09
80,35,2018,서울,도봉구,50대,건설기계,3,0,0,0,1,33.33
81,37,2018,서울,도봉구,60대 이상,승용,187,0,0,0,1,0.53
82,38,2018,서울,도봉구,60대 이상,승합,30,0,0,0,2,6.67
83,39,2018,서울,도봉구,60대 이상,화물,12,0,0,2,0,0.0
84,40,2018,서울,도봉구,60대 이상,이륜,9,0,0,0,0,0.0
85,41,2018,서울,도봉구,60대 이상,자전거,16,0,0,0,0,0.0
86,42,2018,서울,도봉구,60대 이상,개인형이동수단(PM),1,0,0,0,0,0.0
87,43,2018,서울,도봉구,60대 이상,기타,1,0,0,0,0,0.0
88,45,2018,서울,도봉구,알수없음,자전거,1,0,0,0,0,0.0
89,46,2018,서울,도봉구,알수없음,기타,15,0,0,0,0,0.0
90,1,2018,서울,동대문구,20대 미만,승용,3,0,0,0,0,0.0
91,2,2018,서울,동대문구,20대 미만,이륜,33,0,0,0,0,0.0
92,3,2018,서울,동대문구,20대 미만,원동기,8,0,0,0,0,0.0
93,4,2018,서울,동대문구,20대 미만,자전거,10,0,0,0,0,0.0
94,6,2018,서울,동대문구,20대,승용,101,0,0,0,1,0.99
95,7,2018,서울,동대문구,20대,승합,7,0,0,0,0,0.0
96,8,2018,서울,동대문구,20대,화물,14,0,0,0,0,0.0
97,9,2018,서울,동대문구,20대,이륜,46,0,0,0,0,0.0
98,10,2018,서울,동대문구,20대,원동기,15,0,0,0,0,0.0
99,11,2018,서울,동대문구,20대,자전거,11,0,0,0,1,9.09
100,12,2018,서울,동대문구,20대,건설기계,1,0,0,0,0,0.0
101,13,2018,서울,동대문구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
102,15,2018,서울,동대문구,30대,승용,162,0,0,0,0,0.0
103,16,2018,서울,동대문구,30대,승합,12,0,0,0,0,0.0
104,17,2018,서울,동대문구,30대,화물,23,0,0,1,2,8.7
105,18,2018,서울,동대문구,30대,이륜,31,0,0,0,0,0.0
106,19,2018,서울,동대문구,30대,원동기,10,0,0,0,0,0.0
107,20,2018,서울,동대문구,30대,자전거,7,0,0,0,0,0.0
108,21,2018,서울,동대문구,30대,건설기계,2,0,0,0,0,0.0
109,23,2018,서울,동대문구,40대,승용,166,0,0,0,2,1.2
110,24,2018,서울,동대문구,40대,승합,24,0,0,0,0,0.0
111,25,2018,서울,동대문구,40대,화물,34,0,0,1,0,0.0
112,26,2018,서울,동대문구,40대,이륜,35,0,0,0,1,2.86
113,27,2018,서울,동대문구,40대,원동기,7,0,0,0,0,0.0
114,28,2018,서울,동대문구,40대,자전거,13,0,0,0,0,0.0
115,29,2018,서울,동대문구,40대,건설기계,3,0,0,0,0,0.0
116,30,2018,서울,동대문구,40대,개인형이동수단(PM),3,0,0,0,0,0.0
117,32,2018,서울,동대문구,50대,승용,266,0,0,0,3,1.13
118,33,2018,서울,동대문구,50대,승합,47,0,0,0,0,0.0
119,34,2018,서울,동대문구,50대,화물,60,0,0,6,2,3.33
120,35,2018,서울,동대문구,50대,이륜,28,0,0,0,0,0.0
121,36,2018,서울,동대문구,50대,원동기,5,0,0,0,0,0.0
122,37,2018,서울,동대문구,50대,자전거,17,0,0,0,0,0.0
123,38,2018,서울,동대문구,50대,건설기계,3,0,0,0,0,0.0
124,39,2018,서울,동대문구,50대,사륜오토바이(AVT),1,0,0,0,0,0.0
125,40,2018,서울,동대문구,50대,기타,1,0,0,0,0,0.0
126,42,2018,서울,동대문구,60대 이상,승용,309,0,0,0,1,0.32
127,43,2018,서울,동대문구,60대 이상,승합,21,0,0,0,0,0.0
128,44,2018,서울,동대문구,60대 이상,화물,41,0,0,5,1,2.44
129,45,2018,서울,동대문구,60대 이상,이륜,24,0,0,0,0,0.0
130,46,2018,서울,동대문구,60대 이상,원동기,5,0,0,0,0,0.0
131,47,2018,서울,동대문구,60대 이상,자전거,46,0,0,0,0,0.0
132,48,2018,서울,동대문구,60대 이상,건설기계,4,0,0,0,0,0.0
133,50,2018,서울,동대문구,알수없음,승용,2,0,0,0,0,0.0
134,51,2018,서울,동대문구,알수없음,이륜,1,0,0,0,0,0.0
135,52,2018,서울,동대문구,알수없음,자전거,1,0,0,0,0,0.0
136,53,2018,서울,동대문구,알수없음,사륜오토바이(AVT),1,0,0,0,0,0.0
137,54,2018,서울,동대문구,알수없음,기타,33,0,0,0,0,0.0
138,1,2018,서울,동작구,20대 미만,승용,5,0,0,0,0,0.0
139,2,2018,서울,동작구,20대 미만,이륜,34,0,0,0,0,0.0
140,3,2018,서울,동작구,20대 미만,원동기,13,0,0,0,0,0.0
141,4,2018,서울,동작구,20대 미만,자전거,14,0,0,0,0,0.0
142,6,2018,서울,동작구,20대,승용,113,0,0,0,0,0.0
143,7,2018,서울,동작구,20대,승합,2,0,0,0,0,0.0
144,8,2018,서울,동작구,20대,화물,6,0,0,1,0,0.0
145,9,2018,서울,동작구,20대,이륜,45,0,0,0,1,2.22
146,10,2018,서울,동작구,20대,원동기,9,0,0,0,0,0.0
147,11,2018,서울,동작구,20대,자전거,8,0,0,0,0,0.0
148,12,2018,서울,동작구,20대,개인형이동수단(PM),1,0,0,0,0,0.0
149,13,2018,서울,동작구,20대,기타,1,0,0,0,0,0.0
150,15,2018,서울,동작구,30대,승용,166,0,0,0,0,0.0
151,16,2018,서울,동작구,30대,승합,11,0,0,0,0,0.0
152,17,2018,서울,동작구,30대,화물,9,0,0,2,0,0.0
153,18,2018,서울,동작구,30대,특수,1,0,0,0,0,0.0
154,19,2018,서울,동작구,30대,이륜,23,0,0,0,0,0.0
155,20,2018,서울,동작구,30대,원동기,4,0,0,0,0,0.0
156,21,2018,서울,동작구,30대,자전거,8,0,0,0,0,0.0
157,22,2018,서울,동작구,30대,건설기계,2,0,0,0,0,0.0
158,24,2018,서울,동작구,40대,승용,137,0,0,0,1,0.73
159,25,2018,서울,동작구,40대,승합,22,0,0,0,0,0.0
160,26,2018,서울,동작구,40대,화물,17,0,0,1,0,0.0
161,27,2018,서울,동작구,40대,특수,3,0,0,0,0,0.0
162,28,2018,서울,동작구,40대,이륜,20,0,0,0,0,0.0
163,29,2018,서울,동작구,40대,원동기,4,0,0,0,0,0.0
164,30,2018,서울,동작구,40대,자전거,9,0,0,0,0,0.0
165,32,2018,서울,동작구,50대,승용,234,0,0,0,0,0.0
166,33,2018,서울,동작구,50대,승합,45,0,0,0,1,2.22
167,34,2018,서울,동작구,50대,화물,35,0,0,4,1,2.86
168,35,2018,서울,동작구,50대,특수,1,0,0,0,0,0.0
169,36,2018,서울,동작구,50대,이륜,15,0,0,0,0,0.0
170,37,2018,서울,동작구,50대,원동기,4,0,0,0,0,0.0
171,38,2018,서울,동작구,50대,자전거,12,0,0,0,0,0.0
172,39,2018,서울,동작구,50대,건설기계,2,0,0,0,0,0.0
173,41,2018,서울,동작구,60대 이상,승용,252,0,0,0,1,0.4
174,42,2018,서울,동작구,60대 이상,승합,35,0,0,0,3,8.57
175,43,2018,서울,동작구,60대 이상,화물,25,0,0,3,1,4.0
176,44,2018,서울,동작구,60대 이상,이륜,19,0,0,0,0,0.0
177,45,2018,서울,동작구,60대 이상,원동기,4,0,0,0,0,0.0
178,46,2018,서울,동작구,60대 이상,자전거,12,0,0,0,0,0.0
179,47,2018,서울,동작구,60대 이상,건설기계,2,0,0,0,0,0.0
180,49,2018,서울,동작구,알수없음,기타,28,0,0,0,0,0.0
181,1,2018,서울,마포구,20대 미만,승용,12,0,0,0,0,0.0
182,2,2018,서울,마포구,20대 미만,이륜,9,0,0,0,0,0.0
183,3,2018,서울,마포구,20대 미만,원동기,6,0,0,0,0,0.0
184,4,2018,서울,마포구,20대 미만,자전거,11,0,0,0,0,0.0
185,6,2018,서울,마포구,20대,승용,173,0,0,0,1,0.58
186,7,2018,서울,마포구,20대,승합,5,0,0,0,0,0.0
187,8,2018,서울,마포구,20대,화물,5,0,0,0,0,0.0
188,9,2018,서울,마포구,20대,이륜,35,0,0,0,1,2.86
189,10,2018,서울,마포구,20대,원동기,16,0,0,0,0,0.0
190,11,2018,서울,마포구,20대,자전거,9,0,0,0,0,0.0
191,12,2018,서울,마포구,20대,건설기계,1,0,0,0,1,100.0
192,13,2018,서울,마포구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
193,15,2018,서울,마포구,30대,승용,202,0,0,0,0,0.0
194,16,2018,서울,마포구,30대,승합,10,0,0,0,0,0.0
195,17,2018,서울,마포구,30대,화물,15,0,0,1,0,0.0
196,18,2018,서울,마포구,30대,특수,1,0,0,0,0,0.0
197,19,2018,서울,마포구,30대,이륜,17,0,0,0,1,5.88
198,20,2018,서울,마포구,30대,원동기,5,0,0,0,0,0.0
199,21,2018,서울,마포구,30대,자전거,4,0,0,0,1,25.0
200,22,2018,서울,마포구,30대,건설기계,1,0,0,0,0,0.0
201,24,2018,서울,마포구,40대,승용,198,0,0,0,0,0.0
202,25,2018,서울,마포구,40대,승합,16,0,0,0,0,0.0
203,26,2018,서울,마포구,40대,화물,18,0,0,1,0,0.0
204,27,2018,서울,마포구,40대,특수,3,0,0,0,0,0.0
205,28,2018,서울,마포구,40대,이륜,12,0,0,0,0,0.0
206,29,2018,서울,마포구,40대,원동기,1,0,0,0,0,0.0
207,30,2018,서울,마포구,40대,자전거,3,0,0,0,0,0.0
208,31,2018,서울,마포구,40대,건설기계,10,0,0,0,0,0.0
209,32,2018,서울,마포구,40대,개인형이동수단(PM),1,0,0,0,0,0.0
210,33,2018,서울,마포구,40대,기타,1,0,0,0,0,0.0
211,35,2018,서울,마포구,50대,승용,254,0,0,0,2,0.79
212,36,2018,서울,마포구,50대,승합,44,0,0,0,2,4.55
213,37,2018,서울,마포구,50대,화물,30,0,0,3,0,0.0
214,38,2018,서울,마포구,50대,특수,1,0,0,0,0,0.0
215,39,2018,서울,마포구,50대,이륜,11,0,0,0,0,0.0
216,40,2018,서울,마포구,50대,원동기,5,0,0,0,0,0.0
217,41,2018,서울,마포구,50대,자전거,5,0,0,0,0,0.0
218,42,2018,서울,마포구,50대,건설기계,4,0,0,0,0,0.0
219,44,2018,서울,마포구,60대 이상,승용,358,0,0,0,1,0.28
220,45,2018,서울,마포구,60대 이상,승합,31,0,0,0,1,3.23
221,46,2018,서울,마포구,60대 이상,화물,35,0,0,5,0,0.0
222,47,2018,서울,마포구,60대 이상,이륜,14,0,0,0,0,0.0
223,48,2018,서울,마포구,60대 이상,원동기,5,0,0,0,0,0.0
224,49,2018,서울,마포구,60대 이상,자전거,13,0,0,0,0,0.0
225,50,2018,서울,마포구,60대 이상,건설기계,3,0,0,0,0,0.0
226,51,2018,서울,마포구,60대 이상,개인형이동수단(PM),1,0,0,0,0,0.0
227,52,2018,서울,마포구,60대 이상,기타,1,0,0,0,0,0.0
228,54,2018,서울,마포구,알수없음,이륜,1,0,0,0,0,0.0
229,55,2018,서울,마포구,알수없음,기타,53,0,0,0,0,0.0
230,1,2018,서울,서대문구,20대 미만,승용,1,0,0,0,0,0.0
231,2,2018,서울,서대문구,20대 미만,이륜,22,0,0,0,0,0.0
232,3,2018,서울,서대문구,20대 미만,원동기,5,0,0,0,0,0.0
233,4,2018,서울,서대문구,20대 미만,자전거,11,0,0,0,0,0.0
234,6,2018,서울,서대문구,20대,승용,56,0,0,0,2,3.57
235,7,2018,서울,서대문구,20대,화물,2,0,0,0,0,0.0
236,8,2018,서울,서대문구,20대,이륜,37,0,0,0,0,0.0
237,9,2018,서울,서대문구,20대,원동기,7,0,0,0,0,0.0
238,10,2018,서울,서대문구,20대,자전거,4,0,0,0,0,0.0
239,11,2018,서울,서대문구,20대,기타,1,0,0,0,0,0.0
240,13,2018,서울,서대문구,30대,승용,93,0,0,0,0,0.0
241,14,2018,서울,서대문구,30대,승합,9,0,0,0,0,0.0
242,15,2018,서울,서대문구,30대,화물,10,0,0,1,0,0.0
243,16,2018,서울,서대문구,30대,이륜,16,0,0,0,0,0.0
244,17,2018,서울,서대문구,30대,원동기,5,0,0,0,0,0.0
245,18,2018,서울,서대문구,30대,자전거,6,0,0,0,0,0.0
246,20,2018,서울,서대문구,40대,승용,115,0,0,0,1,0.87
247,21,2018,서울,서대문구,40대,승합,21,0,0,0,0,0.0
248,22,2018,서울,서대문구,40대,화물,19,0,0,2,0,0.0
249,23,2018,서울,서대문구,40대,이륜,8,0,0,0,0,0.0
250,24,2018,서울,서대문구,40대,원동기,6,0,0,0,0,0.0
251,25,2018,서울,서대문구,40대,자전거,1,0,0,0,0,0.0
252,26,2018,서울,서대문구,40대,건설기계,1,0,0,0,0,0.0
253,28,2018,서울,서대문구,50대,승용,183,0,0,0,0,0.0
254,29,2018,서울,서대문구,50대,승합,32,0,0,0,1,3.13
255,30,2018,서울,서대문구,50대,화물,24,0,0,1,0,0.0
256,31,2018,서울,서대문구,50대,특수,1,0,0,0,0,0.0
257,32,2018,서울,서대문구,50대,이륜,9,0,0,0,0,0.0
258,33,2018,서울,서대문구,50대,원동기,1,0,0,0,0,0.0
259,34,2018,서울,서대문구,50대,자전거,1,0,0,0,0,0.0
260,35,2018,서울,서대문구,50대,건설기계,2,0,0,0,0,0.0
261,37,2018,서울,서대문구,60대 이상,승용,224,0,0,0,0,0.0
262,38,2018,서울,서대문구,60대 이상,승합,39,0,0,0,0,0.0
263,39,2018,서울,서대문구,60대 이상,화물,16,0,0,3,0,0.0
264,40,2018,서울,서대문구,60대 이상,이륜,12,0,0,0,1,8.33
265,41,2018,서울,서대문구,60대 이상,원동기,3,0,0,0,0,0.0
266,42,2018,서울,서대문구,60대 이상,자전거,7,0,0,0,0,0.0
267,43,2018,서울,서대문구,60대 이상,건설기계,3,0,0,0,0,0.0
268,44,2018,서울,서대문구,60대 이상,사륜오토바이(AVT),1,0,0,0,0,0.0
269,46,2018,서울,서대문구,알수없음,기타,19,0,0,0,0,0.0
270,1,2018,서울,서초구,20대 미만,승용,5,0,0,0,0,0.0
271,2,2018,서울,서초구,20대 미만,이륜,12,0,0,0,0,0.0
272,3,2018,서울,서초구,20대 미만,원동기,1,0,0,0,0,0.0
273,4,2018,서울,서초구,20대 미만,자전거,7,0,0,0,0,0.0
274,6,2018,서울,서초구,20대,승용,206,0,0,0,2,0.97
275,7,2018,서울,서초구,20대,승합,11,0,0,0,0,0.0
276,8,2018,서울,서초구,20대,화물,10,0,0,1,0,0.0
277,9,2018,서울,서초구,20대,특수,1,0,0,0,0,0.0
278,10,2018,서울,서초구,20대,이륜,33,0,0,0,0,0.0
279,11,2018,서울,서초구,20대,원동기,3,0,0,0,0,0.0
280,12,2018,서울,서초구,20대,자전거,2,0,0,0,0,0.0
281,13,2018,서울,서초구,20대,개인형이동수단(PM),1,0,0,0,0,0.0
282,15,2018,서울,서초구,30대,승용,348,0,0,0,1,0.29
283,16,2018,서울,서초구,30대,승합,20,0,0,0,0,0.0
284,17,2018,서울,서초구,30대,화물,21,0,0,1,0,0.0
285,18,2018,서울,서초구,30대,이륜,21,0,0,0,0,0.0
286,19,2018,서울,서초구,30대,원동기,2,0,0,0,0,0.0
287,20,2018,서울,서초구,30대,자전거,9,0,0,0,0,0.0
288,21,2018,서울,서초구,30대,건설기계,3,0,0,0,0,0.0
289,23,2018,서울,서초구,40대,승용,356,0,0,0,2,0.56
290,24,2018,서울,서초구,40대,승합,37,1,0,0,0,0.0
291,25,2018,서울,서초구,40대,화물,27,0,0,4,0,0.0
292,26,2018,서울,서초구,40대,특수,1,0,0,0,0,0.0
293,27,2018,서울,서초구,40대,이륜,18,0,0,0,1,5.56
294,28,2018,서울,서초구,40대,자전거,7,0,0,0,0,0.0
295,29,2018,서울,서초구,40대,건설기계,4,0,0,0,0,0.0
296,31,2018,서울,서초구,50대,승용,415,0,0,0,1,0.24
297,32,2018,서울,서초구,50대,승합,75,0,0,0,1,1.33
298,33,2018,서울,서초구,50대,화물,56,0,0,2,1,1.79
299,34,2018,서울,서초구,50대,특수,1,0,0,0,0,0.0
300,35,2018,서울,서초구,50대,이륜,22,0,0,0,1,4.55
301,36,2018,서울,서초구,50대,원동기,2,0,0,0,0,0.0
302,37,2018,서울,서초구,50대,자전거,3,0,0,0,0,0.0
303,38,2018,서울,서초구,50대,건설기계,6,0,0,0,1,16.67
304,40,2018,서울,서초구,60대 이상,승용,544,0,0,0,4,0.74
305,41,2018,서울,서초구,60대 이상,승합,61,0,0,0,0,0.0
306,42,2018,서울,서초구,60대 이상,화물,36,0,0,7,2,5.56
307,43,2018,서울,서초구,60대 이상,이륜,14,0,0,0,1,7.14
308,44,2018,서울,서초구,60대 이상,원동기,2,0,0,0,0,0.0
309,45,2018,서울,서초구,60대 이상,자전거,7,0,0,0,0,0.0
310,46,2018,서울,서초구,60대 이상,건설기계,5,0,0,0,0,0.0
311,48,2018,서울,서초구,알수없음,승용,2,0,0,0,0,0.0
312,49,2018,서울,서초구,알수없음,자전거,1,0,0,0,0,0.0
313,50,2018,서울,서초구,알수없음,기타,60,0,0,0,0,0.0
314,1,2018,서울,성동구,20대 미만,승용,1,0,0,0,0,0.0
315,2,2018,서울,성동구,20대 미만,승합,1,0,0,0,0,0.0
316,3,2018,서울,성동구,20대 미만,이륜,21,0,0,0,0,0.0
317,4,2018,서울,성동구,20대 미만,원동기,1,0,0,0,0,0.0
318,5,2018,서울,성동구,20대 미만,자전거,9,0,0,0,0,0.0
319,7,2018,서울,성동구,20대,승용,65,0,0,0,0,0.0
320,8,2018,서울,성동구,20대,승합,2,0,0,0,0,0.0
321,9,2018,서울,성동구,20대,화물,10,0,0,0,0,0.0
322,10,2018,서울,성동구,20대,이륜,39,0,0,0,2,5.13
323,11,2018,서울,성동구,20대,원동기,3,0,0,0,0,0.0
324,12,2018,서울,성동구,20대,자전거,7,0,0,0,0,0.0
325,13,2018,서울,성동구,20대,건설기계,1,0,0,0,0,0.0
326,14,2018,서울,성동구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
327,16,2018,서울,성동구,30대,승용,122,0,0,0,1,0.82
328,17,2018,서울,성동구,30대,승합,4,0,0,0,0,0.0
329,18,2018,서울,성동구,30대,화물,16,0,0,0,0,0.0
330,19,2018,서울,성동구,30대,특수,1,0,0,0,0,0.0
331,20,2018,서울,성동구,30대,이륜,18,0,0,0,0,0.0
332,21,2018,서울,성동구,30대,원동기,1,0,0,0,0,0.0
333,22,2018,서울,성동구,30대,자전거,6,0,0,0,0,0.0
334,23,2018,서울,성동구,30대,건설기계,1,0,0,0,0,0.0
335,24,2018,서울,성동구,30대,개인형이동수단(PM),1,0,0,0,0,0.0
336,26,2018,서울,성동구,40대,승용,124,0,0,0,0,0.0
337,27,2018,서울,성동구,40대,승합,9,0,0,0,0,0.0
338,28,2018,서울,성동구,40대,화물,33,0,0,4,1,3.03
339,29,2018,서울,성동구,40대,특수,1,0,0,0,0,0.0
340,30,2018,서울,성동구,40대,이륜,25,0,0,0,0,0.0
341,31,2018,서울,성동구,40대,원동기,2,0,0,0,0,0.0
342,32,2018,서울,성동구,40대,자전거,7,0,0,0,0,0.0
343,34,2018,서울,성동구,50대,승용,178,0,0,0,1,0.56
344,35,2018,서울,성동구,50대,승합,18,0,0,0,0,0.0
345,36,2018,서울,성동구,50대,화물,43,0,0,2,0,0.0
346,37,2018,서울,성동구,50대,특수,2,0,0,0,0,0.0
347,38,2018,서울,성동구,50대,이륜,11,0,0,0,1,9.09
348,39,2018,서울,성동구,50대,원동기,3,0,0,0,0,0.0
349,40,2018,서울,성동구,50대,자전거,9,0,0,0,0,0.0
350,41,2018,서울,성동구,50대,건설기계,6,0,0,0,0,0.0
351,43,2018,서울,성동구,60대 이상,승용,227,0,0,0,1,0.44
352,44,2018,서울,성동구,60대 이상,승합,23,0,0,0,0,0.0
353,45,2018,서울,성동구,60대 이상,화물,25,0,0,3,1,4.0
354,46,2018,서울,성동구,60대 이상,이륜,12,0,0,0,0,0.0
355,47,2018,서울,성동구,60대 이상,원동기,1,0,0,0,0,0.0
356,48,2018,서울,성동구,60대 이상,자전거,8,0,0,0,1,12.5
357,49,2018,서울,성동구,60대 이상,건설기계,1,0,0,0,0,0.0
358,51,2018,서울,성동구,알수없음,승용,1,0,0,0,0,0.0
359,52,2018,서울,성동구,알수없음,자전거,1,0,0,0,0,0.0
360,53,2018,서울,성동구,알수없음,기타,41,0,0,0,0,0.0
361,1,2018,서울,성북구,20대 미만,승용,3,0,0,0,0,0.0
362,2,2018,서울,성북구,20대 미만,이륜,20,0,0,0,1,5.0
363,3,2018,서울,성북구,20대 미만,원동기,8,0,0,0,0,0.0
364,4,2018,서울,성북구,20대 미만,자전거,6,0,0,0,0,0.0
365,5,2018,서울,성북구,20대 미만,사륜오토바이(AVT),1,0,0,0,0,0.0
366,7,2018,서울,성북구,20대,승용,87,0,0,0,1,1.15
367,8,2018,서울,성북구,20대,승합,1,0,0,0,0,0.0
368,9,2018,서울,성북구,20대,화물,6,0,0,0,0,0.0
369,10,2018,서울,성북구,20대,이륜,60,0,0,0,2,3.33
370,11,2018,서울,성북구,20대,원동기,9,0,0,0,0,0.0
371,12,2018,서울,성북구,20대,자전거,3,0,0,0,0,0.0
372,13,2018,서울,성북구,20대,개인형이동수단(PM),2,0,0,0,0,0.0
373,15,2018,서울,성북구,30대,승용,122,0,0,0,0,0.0
374,16,2018,서울,성북구,30대,승합,10,0,0,0,0,0.0
375,17,2018,서울,성북구,30대,화물,21,0,0,1,1,4.76
376,18,2018,서울,성북구,30대,이륜,29,0,0,0,0,0.0
377,19,2018,서울,성북구,30대,원동기,7,0,0,0,0,0.0
378,20,2018,서울,성북구,30대,자전거,9,0,0,0,0,0.0
379,21,2018,서울,성북구,30대,건설기계,1,0,0,0,0,0.0
380,22,2018,서울,성북구,30대,개인형이동수단(PM),1,0,0,0,0,0.0
381,24,2018,서울,성북구,40대,승용,154,0,0,0,0,0.0
382,25,2018,서울,성북구,40대,승합,25,0,0,0,0,0.0
383,26,2018,서울,성북구,40대,화물,22,0,0,1,0,0.0
