,0,1
0,126.942708,37.4954441
1,126.9413301,37.50392018
2,126.9245117,37.50995989
3,126.9251479,37.5102351
4,126.9150876,37.49370836
5,126.9404909,37.51318641
6,126.9401658,37.5092776
7,126.9121623,37.51820112
8,126.932221,37.52990178
9,126.9499796,37.50016643
10,126.8850434,37.52051405
11,126.9229766,37.50917304
12,126.9816578,37.48043551
13,126.9414937,37.50351337
14,126.9194278,37.49782422
15,126.928498,37.51893438
16,126.9215714,37.52190771
17,126.9816578,37.48043551
18,126.9165046,37.52827721
19,126.9206722,37.5277502
20,126.9243405,37.56085495
21,126.9141145,37.50815771
22,126.9131264,37.50727509
23,126.9249129,37.52925296
24,126.9184859,37.56159924
25,126.9173082,37.51533289
26,126.9812777,37.47710153
27,126.9134283,37.51814736
28,126.9806675,37.47730092
29,126.9611484,37.50757987
30,126.897538,37.57649439
31,126.9212241,37.52986134
32,126.9212241,37.52986134
33,126.9212241,37.52986134
34,126.9194278,37.49782422
35,126.8872127,37.51508453
36,126.9398044,37.49848581
37,126.9136182,37.54873927
38,126.9309045,37.52212537
39,126.9309045,37.52212537
40,126.9269357,37.52324914
41,126.9232938,37.54986481
42,126.898041,37.51694324
43,126.9616369,37.50687958
44,126.9232561,37.55193177
45,126.8994384,37.51861589
46,126.9228367,37.52151841
47,126.9080101,37.53114725
48,126.9230346,37.52281274
49,126.9038256,37.56534753
50,126.9228093,37.55072711
51,126.8878732,37.58211682
52,126.9708775,37.479032
53,126.9053596,37.52547218
54,126.9078303,37.52204339
55,126.9164831,37.5600794
56,126.9269357,37.52324914
57,126.8907728,37.58116449
58,126.9269357,37.52324914
59,126.9228093,37.55072711
60,126.9172003,37.51677721
61,126.9146707,37.56828266
62,126.9173087,37.51039457
63,126.8978773,37.57672895
64,126.9247111,37.56006817
65,126.9242435,37.53132952
66,126.9434975,37.49938359
67,126.906781,37.51432791
68,126.9247111,37.56006817
69,126.906781,37.51432791
70,126.9232827,37.55813101
71,126.9328776,37.5182539
72,126.9512406,37.49904935
73,127.1359731,37.5081578
74,126.8992447,37.49439671
75,126.9237744,37.55863228
76,126.8957927,37.57539158
77,126.9227541,37.55568419
78,126.9237744,37.55863228
79,126.9196191,37.52119947
80,126.9237744,37.55863228
81,126.924252,37.56077561
82,126.902057,37.49134809
83,126.9209976,37.497877
84,126.9125907,37.52143748
85,126.9246647,37.56254039
86,126.9023105,37.56461585
87,126.9229717,37.52490456
88,126.9251479,37.5102351
89,126.9247391,37.56289894
90,126.9082562,37.55826472
91,126.902566,37.56498105
92,126.9230346,37.52281274
93,126.9243582,37.55795772
94,126.9230346,37.52281274
95,126.9025566,37.50496514
96,126.9272611,37.56242452
97,126.9229717,37.52490456
98,126.8917098,37.58146051
99,126.9184844,37.55555346
100,126.9088086,37.56662675
101,126.9101088,37.55560505
102,126.9101088,37.55560505
103,127.1222862,37.50788507
104,126.9101966,37.55577279
105,127.1298822,37.50380055
106,127.1298822,37.50380055
107,126.9098037,37.52469404
108,37.48434,127.12246
109,126.9170617,37.56075249
110,126.9202749,37.50031157
111,126.9193876,37.56214019
112,126.8967777,37.51614358
113,126.9401681,37.51290352
114,126.9042332,37.55757686
115,126.9395609,37.50599142
116,126.9238661,37.55924628
117,126.8833947,37.51654568
118,126.947356,37.5425217
119,126.9044619,37.55678155
120,126.9053966,37.50516576
121,126.9309081,37.49987498
122,126.9171666,37.52641431
123,126.8850434,37.52051405
124,126.9459754,37.54426883
125,126.9171666,37.52641431
126,126.9085108,37.55043227
127,127.1127361,37.51096447
128,126.9206722,37.5277502
129,126.9085937,37.54978596
130,126.9237015,37.55799505
131,126.9421131,37.54749456
132,126.9004086,37.55640906
133,126.9493071,37.50137997
134,126.8949474,37.51873812
135,126.9440683,37.55054331
136,127.1173594,37.50193425
137,126.9003503,37.55632054
138,126.9816578,37.48043551
139,126.9202456,37.55857157
140,126.9370283,37.55234356
141,37.48434,127.12246
142,126.9302053,37.5285045
143,126.8891552,37.52118292
144,126.929039,37.52065517
145,126.9309045,37.52212537
146,126.9243582,37.55795772
147,126.9151131,37.56824063
148,37.48434,127.12246
149,126.9239375,37.55752533
150,126.9143408,37.55670543
151,126.9143408,37.55670543
152,126.9250246,37.55884446
153,126.9233091,37.55697027
154,37.48434,127.12246
155,127.1262984,37.52458725
156,126.9235182,37.55719052
157,37.48434,127.12246
158,126.9235182,37.55719052
