,year,구,기상상태,차량종류,발생건수,대형사고,중대사고-여객,중대사고-화물,사망자수,치사율
1416,2020,강동구,맑음,건설기계,24,0,0,0,1,4.17
1417,2020,강동구,맑음,사륜오토바이(AVT),1,0,0,0,0,0.0
1418,2020,강동구,맑음,개인형이동수단(PM),10,0,0,0,0,0.0
1419,2020,강동구,맑음,기타,32,0,0,0,0,0.0
1420,2020,강동구,흐림,승용,27,0,0,0,0,0.0
1421,2020,강동구,흐림,화물,4,0,0,0,0,0.0
1422,2020,강동구,흐림,이륜,2,0,0,0,0,0.0
1423,2020,강동구,흐림,원동기,1,0,0,0,0,0.0
1424,2020,강동구,흐림,자전거,2,0,0,0,0,0.0
1425,2020,강동구,흐림,건설기계,1,0,0,0,0,0.0
1426,2020,강동구,흐림,기타,2,0,0,0,0,0.0
1427,2020,강동구,비,승용,62,0,0,0,0,0.0
1428,2020,강동구,비,승합,8,0,0,0,0,0.0
1429,2020,강동구,비,화물,9,0,0,1,0,0.0
1430,2020,강동구,비,이륜,8,0,0,0,0,0.0
1431,2020,강동구,비,원동기,4,0,0,0,0,0.0
1432,2020,강동구,비,자전거,2,0,0,0,0,0.0
1433,2020,강동구,비,기타,1,0,0,0,0,0.0
1434,2020,강동구,안개,승용,1,0,0,0,0,0.0
1435,2020,강동구,눈,이륜,1,0,0,0,0,0.0
1436,2020,동대문구,맑음,승용,651,0,0,0,3,0.46
1437,2020,동대문구,맑음,승합,68,0,0,0,1,1.47
1438,2020,동대문구,맑음,화물,134,0,0,9,1,0.75
1439,2020,동대문구,맑음,특수,2,0,0,0,0,0.0
1440,2020,동대문구,맑음,이륜,208,0,0,0,0,0.0
1441,2020,동대문구,맑음,원동기,32,0,0,0,1,3.13
1442,2020,동대문구,맑음,자전거,104,0,0,0,0,0.0
1443,2020,동대문구,맑음,건설기계,11,0,0,0,0,0.0
1444,2020,동대문구,맑음,사륜오토바이(AVT),1,0,0,0,0,0.0
1445,2020,동대문구,맑음,개인형이동수단(PM),10,0,0,0,1,10.0
1446,2020,동대문구,맑음,기타,9,0,0,0,0,0.0
1447,2020,동대문구,흐림,승용,52,0,0,0,1,1.92
1448,2020,동대문구,흐림,승합,5,0,0,0,0,0.0
1449,2020,동대문구,흐림,화물,15,0,0,3,0,0.0
1450,2020,동대문구,흐림,이륜,15,0,0,0,0,0.0
1451,2020,동대문구,흐림,원동기,3,0,0,0,0,0.0
1452,2020,동대문구,흐림,자전거,6,0,0,0,0,0.0
1453,2020,동대문구,흐림,개인형이동수단(PM),1,0,0,0,0,0.0
1454,2020,동대문구,비,승용,47,0,0,0,1,2.13
1455,2020,동대문구,비,승합,3,0,0,0,0,0.0
1456,2020,동대문구,비,화물,10,0,0,0,0,0.0
1457,2020,동대문구,비,이륜,22,0,0,0,0,0.0
1458,2020,동대문구,비,원동기,2,0,0,0,1,50.0
1459,2020,동대문구,비,개인형이동수단(PM),1,0,0,0,0,0.0
1460,2020,동대문구,비,기타,3,0,0,0,0,0.0
1461,2020,동대문구,눈,승용,2,0,0,0,0,0.0
1462,2020,동대문구,기타,승용,17,0,0,0,0,0.0
1463,2020,동대문구,기타,승합,2,0,0,0,0,0.0
1464,2020,동대문구,기타,화물,1,0,0,0,0,0.0
1465,2020,동대문구,기타,이륜,6,0,0,0,0,0.0
1466,2020,동대문구,기타,자전거,4,0,0,0,0,0.0
1467,2020,동대문구,기타,기타,1,0,0,0,0,0.0
1468,2020,동작구,맑음,승용,654,0,0,0,4,0.61
1469,2020,동작구,맑음,승합,93,0,0,0,1,1.08
1470,2020,동작구,맑음,화물,100,0,0,5,2,2.0
1471,2020,동작구,맑음,특수,4,0,0,0,0,0.0
1472,2020,동작구,맑음,이륜,166,0,0,0,1,0.6
1473,2020,동작구,맑음,원동기,37,0,0,0,1,2.7
1474,2020,동작구,맑음,자전거,65,0,0,0,0,0.0
1475,2020,동작구,맑음,건설기계,7,0,0,0,1,14.29
1476,2020,동작구,맑음,개인형이동수단(PM),10,0,0,0,0,0.0
1477,2020,동작구,맑음,기타,16,0,0,0,0,0.0
1478,2020,동작구,흐림,승용,17,0,0,0,0,0.0
1479,2020,동작구,흐림,승합,2,0,0,0,0,0.0
1480,2020,동작구,흐림,화물,2,0,0,0,0,0.0
1481,2020,동작구,흐림,이륜,12,0,0,0,0,0.0
1482,2020,동작구,흐림,건설기계,1,0,0,0,0,0.0
1483,2020,동작구,흐림,개인형이동수단(PM),1,0,0,0,0,0.0
1484,2020,동작구,흐림,기타,1,0,0,0,0,0.0
1485,2020,동작구,비,승용,67,0,0,0,0,0.0
1486,2020,동작구,비,승합,8,0,0,0,0,0.0
1487,2020,동작구,비,화물,11,0,0,1,0,0.0
1488,2020,동작구,비,이륜,18,0,0,0,0,0.0
1489,2020,동작구,비,원동기,4,0,0,0,0,0.0
1490,2020,동작구,비,자전거,2,0,0,0,0,0.0
1491,2020,동작구,비,건설기계,1,0,0,0,0,0.0
1492,2020,동작구,비,기타,1,0,0,0,0,0.0
1493,2020,동작구,눈,승용,3,0,0,0,0,0.0
1494,2020,동작구,기타,승용,1,0,0,0,0,0.0
1495,2020,동작구,기타,승합,2,0,0,0,0,0.0
1496,2020,동작구,기타,특수,1,0,0,0,0,0.0
1497,2020,마포구,맑음,승용,715,0,0,0,5,0.7
1498,2020,마포구,맑음,승합,62,0,0,0,2,3.23
1499,2020,마포구,맑음,화물,75,0,0,9,2,2.67
1500,2020,마포구,맑음,특수,3,0,0,0,0,0.0
1501,2020,마포구,맑음,이륜,103,0,0,0,1,0.97
1502,2020,마포구,맑음,원동기,28,0,0,0,1,3.57
1503,2020,마포구,맑음,자전거,49,0,0,0,0,0.0
1504,2020,마포구,맑음,건설기계,10,0,0,0,0,0.0
1505,2020,마포구,맑음,개인형이동수단(PM),27,0,0,0,0,0.0
1506,2020,마포구,맑음,기타,43,0,0,0,0,0.0
1507,2020,마포구,흐림,승용,30,0,0,0,1,3.33
1508,2020,마포구,흐림,승합,2,0,0,0,0,0.0
1509,2020,마포구,흐림,화물,1,0,0,0,0,0.0
1510,2020,마포구,흐림,특수,1,0,0,0,0,0.0
1511,2020,마포구,흐림,이륜,6,0,0,0,0,0.0
1512,2020,마포구,흐림,원동기,2,0,0,0,0,0.0
1513,2020,마포구,흐림,자전거,2,0,0,0,0,0.0
1514,2020,마포구,흐림,개인형이동수단(PM),4,0,0,0,0,0.0
1515,2020,마포구,흐림,기타,5,0,0,0,0,0.0
1516,2020,마포구,비,승용,62,0,0,0,0,0.0
1517,2020,마포구,비,승합,4,0,0,0,1,25.0
1518,2020,마포구,비,화물,6,0,0,0,0,0.0
1519,2020,마포구,비,특수,1,0,0,0,0,0.0
1520,2020,마포구,비,이륜,11,0,0,0,0,0.0
1521,2020,마포구,비,원동기,4,0,0,0,0,0.0
1522,2020,마포구,비,사륜오토바이(AVT),1,0,0,0,0,0.0
1523,2020,마포구,비,개인형이동수단(PM),1,0,0,0,0,0.0
1524,2020,마포구,비,기타,5,0,0,0,0,0.0
1525,2020,마포구,눈,승용,1,0,0,0,0,0.0
1526,2020,마포구,눈,화물,1,0,0,0,0,0.0
1527,2020,마포구,눈,기타,1,0,0,0,0,0.0
1528,2020,마포구,기타,승용,6,0,0,0,0,0.0
1529,2020,서대문구,맑음,승용,486,0,0,0,3,0.62
1530,2020,서대문구,맑음,승합,62,0,0,0,0,0.0
1531,2020,서대문구,맑음,화물,60,0,0,5,0,0.0
1532,2020,서대문구,맑음,이륜,106,0,0,0,0,0.0
1533,2020,서대문구,맑음,원동기,21,0,0,0,0,0.0
1534,2020,서대문구,맑음,자전거,33,0,0,0,0,0.0
1535,2020,서대문구,맑음,건설기계,10,0,0,0,0,0.0
1536,2020,서대문구,맑음,개인형이동수단(PM),6,0,0,0,0,0.0
1537,2020,서대문구,맑음,기타,24,0,0,0,0,0.0
1538,2020,서대문구,흐림,승용,36,0,0,0,0,0.0
1539,2020,서대문구,흐림,승합,2,0,0,0,1,50.0
1540,2020,서대문구,흐림,화물,4,0,0,0,0,0.0
1541,2020,서대문구,흐림,이륜,13,0,0,0,0,0.0
1542,2020,서대문구,흐림,자전거,3,0,0,0,1,33.33
1543,2020,서대문구,흐림,건설기계,2,0,0,0,1,50.0
1544,2020,서대문구,흐림,개인형이동수단(PM),1,0,0,0,0,0.0
1545,2020,서대문구,흐림,기타,2,0,0,0,0,0.0
1546,2020,서대문구,비,승용,30,0,0,0,0,0.0
1547,2020,서대문구,비,승합,7,0,0,0,0,0.0
1548,2020,서대문구,비,화물,5,0,0,0,0,0.0
1549,2020,서대문구,비,이륜,9,0,0,0,0,0.0
1550,2020,서대문구,비,자전거,2,0,0,0,0,0.0
1551,2020,서대문구,비,기타,2,0,0,0,0,0.0
1552,2020,서대문구,기타,승용,1,0,0,0,0,0.0
1553,2020,서대문구,기타,이륜,1,0,0,0,0,0.0
1554,2020,서초구,맑음,승용,1417,0,0,0,4,0.28
1555,2020,서초구,맑음,승합,127,0,0,0,0,0.0
1556,2020,서초구,맑음,화물,159,0,0,7,1,0.63
1557,2020,서초구,맑음,특수,2,0,0,0,0,0.0
1558,2020,서초구,맑음,이륜,162,0,0,0,0,0.0
1559,2020,서초구,맑음,원동기,6,0,0,0,0,0.0
1560,2020,서초구,맑음,자전거,57,0,0,0,1,1.75
1561,2020,서초구,맑음,건설기계,17,0,0,0,0,0.0
1562,2020,서초구,맑음,개인형이동수단(PM),27,0,0,0,0,0.0
1563,2020,서초구,맑음,기타,46,0,0,0,0,0.0
1564,2020,서초구,흐림,승용,43,0,0,0,0,0.0
1565,2020,서초구,흐림,승합,4,0,0,0,0,0.0
1566,2020,서초구,흐림,화물,4,0,0,1,0,0.0
1567,2020,서초구,흐림,이륜,3,0,0,0,0,0.0
1568,2020,서초구,흐림,자전거,1,0,0,0,0,0.0
1569,2020,서초구,흐림,개인형이동수단(PM),4,0,0,0,0,0.0
1570,2020,서초구,흐림,기타,2,0,0,0,0,0.0
1571,2020,서초구,비,승용,102,0,0,0,1,0.98
1572,2020,서초구,비,승합,10,0,0,0,1,10.0
1573,2020,서초구,비,화물,10,0,0,0,1,10.0
1574,2020,서초구,비,이륜,7,0,0,0,0,0.0
1575,2020,서초구,비,기타,7,0,0,0,0,0.0
1576,2020,서초구,눈,승용,4,0,0,0,0,0.0
1577,2020,서초구,눈,승합,1,0,0,0,0,0.0
1578,2020,서초구,기타,승용,15,0,0,0,0,0.0
1579,2020,서초구,기타,화물,1,0,0,0,0,0.0
1580,2020,서초구,기타,특수,1,0,0,0,0,0.0
1581,2020,서초구,기타,이륜,4,0,0,0,0,0.0
1582,2020,서초구,기타,자전거,2,0,0,0,0,0.0
1583,2020,서초구,기타,기타,5,0,0,0,0,0.0
1584,2020,성동구,맑음,승용,591,0,0,0,3,0.51
1585,2020,성동구,맑음,승합,41,0,0,0,0,0.0
1586,2020,성동구,맑음,화물,93,0,0,5,1,1.08
1587,2020,성동구,맑음,특수,2,0,0,0,0,0.0
1588,2020,성동구,맑음,이륜,115,0,0,0,2,1.74
1589,2020,성동구,맑음,원동기,13,0,0,0,0,0.0
1590,2020,성동구,맑음,자전거,90,0,0,0,1,1.11
1591,2020,성동구,맑음,건설기계,14,0,0,0,0,0.0
1592,2020,성동구,맑음,개인형이동수단(PM),15,0,0,0,0,0.0
1593,2020,성동구,맑음,기타,42,0,0,0,0,0.0
1594,2020,성동구,흐림,승용,17,0,0,0,1,5.88
1595,2020,성동구,흐림,승합,1,0,0,0,0,0.0
1596,2020,성동구,흐림,화물,1,0,0,0,0,0.0
1597,2020,성동구,흐림,이륜,4,0,0,0,0,0.0
1598,2020,성동구,흐림,원동기,1,0,0,0,0,0.0
1599,2020,성동구,흐림,자전거,1,0,0,0,0,0.0
1600,2020,성동구,비,승용,50,0,0,0,0,0.0
1601,2020,성동구,비,승합,3,0,0,0,1,33.33
1602,2020,성동구,비,화물,4,0,0,0,0,0.0
1603,2020,성동구,비,이륜,13,0,0,0,0,0.0
1604,2020,성동구,비,원동기,2,0,0,0,0,0.0
1605,2020,성동구,비,자전거,2,0,0,0,0,0.0
1606,2020,성동구,비,기타,3,0,0,0,0,0.0
1607,2020,성동구,눈,승용,1,0,0,0,0,0.0
1608,2020,성북구,맑음,승용,697,0,0,0,1,0.14
1609,2020,성북구,맑음,승합,66,0,0,0,0,0.0
1610,2020,성북구,맑음,화물,115,0,0,9,0,0.0
1611,2020,성북구,맑음,특수,1,0,0,0,0,0.0
1612,2020,성북구,맑음,이륜,147,0,0,0,3,2.04
1613,2020,성북구,맑음,원동기,21,0,0,0,0,0.0
1614,2020,성북구,맑음,자전거,38,0,0,0,0,0.0
1615,2020,성북구,맑음,건설기계,14,0,0,0,2,14.29
1616,2020,성북구,맑음,개인형이동수단(PM),3,0,0,0,0,0.0
1617,2020,성북구,맑음,기타,16,0,0,0,0,0.0
1618,2020,성북구,흐림,승용,40,0,0,0,0,0.0
1619,2020,성북구,흐림,승합,3,0,0,0,0,0.0
1620,2020,성북구,흐림,화물,5,0,0,0,0,0.0
1621,2020,성북구,흐림,이륜,5,0,0,0,0,0.0
1622,2020,성북구,흐림,원동기,2,0,0,0,0,0.0
1623,2020,성북구,흐림,자전거,1,0,0,0,0,0.0
1624,2020,성북구,비,승용,64,0,0,0,1,1.56
1625,2020,성북구,비,승합,4,0,0,0,0,0.0
1626,2020,성북구,비,화물,11,0,0,1,0,0.0
1627,2020,성북구,비,이륜,14,0,0,0,0,0.0
1628,2020,성북구,비,자전거,1,0,0,0,0,0.0
1629,2020,성북구,비,개인형이동수단(PM),1,0,0,0,0,0.0
1630,2020,성북구,비,기타,1,0,0,0,0,0.0
1631,2020,성북구,눈,승용,1,0,0,0,0,0.0
1632,2020,성북구,눈,화물,1,0,0,0,0,0.0
1633,2020,성북구,기타,승용,3,0,0,0,0,0.0
1634,2020,송파구,맑음,승용,1433,0,0,0,2,0.14
1635,2020,송파구,맑음,승합,99,0,0,0,2,2.02
1636,2020,송파구,맑음,화물,206,0,0,13,3,1.46
1637,2020,송파구,맑음,특수,5,0,0,0,0,0.0
1638,2020,송파구,맑음,이륜,235,0,0,0,2,0.85
1639,2020,송파구,맑음,원동기,62,0,0,0,1,1.61
1640,2020,송파구,맑음,자전거,188,0,0,0,0,0.0
1641,2020,송파구,맑음,건설기계,25,0,0,0,0,0.0
1642,2020,송파구,맑음,개인형이동수단(PM),31,0,0,0,0,0.0
1643,2020,송파구,맑음,기타,72,0,0,0,0,0.0
1644,2020,송파구,흐림,승용,36,0,0,0,0,0.0
1645,2020,송파구,흐림,승합,1,0,0,0,0,0.0
1646,2020,송파구,흐림,화물,8,0,0,1,0,0.0
1647,2020,송파구,흐림,이륜,6,0,0,0,0,0.0
1648,2020,송파구,흐림,자전거,6,0,0,0,0,0.0
1649,2020,송파구,흐림,기타,2,0,0,0,0,0.0
1650,2020,송파구,비,승용,114,0,0,0,1,0.88
1651,2020,송파구,비,승합,6,0,0,0,0,0.0
1652,2020,송파구,비,화물,10,0,0,0,0,0.0
1653,2020,송파구,비,이륜,17,0,0,0,0,0.0
1654,2020,송파구,비,원동기,7,0,0,0,0,0.0
1655,2020,송파구,비,자전거,3,0,0,0,0,0.0
1656,2020,송파구,비,개인형이동수단(PM),1,0,0,0,0,0.0
1657,2020,송파구,비,기타,6,0,0,0,0,0.0
1658,2020,송파구,눈,승용,2,0,0,0,0,0.0
1659,2020,송파구,눈,이륜,2,0,0,0,0,0.0
1660,2020,송파구,기타,승용,6,0,0,0,0,0.0
1661,2020,송파구,기타,승합,1,0,0,0,0,0.0
1662,2020,송파구,기타,화물,1,0,0,0,0,0.0
1663,2020,송파구,기타,이륜,1,0,0,0,0,0.0
1664,2020,송파구,기타,자전거,1,0,0,0,0,0.0
1665,2020,송파구,기타,건설기계,1,0,0,0,0,0.0
1666,2020,송파구,기타,기타,1,0,0,0,0,0.0
1667,2020,양천구,맑음,승용,805,0,0,0,2,0.25
1668,2020,양천구,맑음,승합,68,0,0,0,0,0.0
1669,2020,양천구,맑음,화물,107,0,0,7,0,0.0
1670,2020,양천구,맑음,특수,3,0,0,0,0,0.0
1671,2020,양천구,맑음,이륜,83,0,0,0,2,2.41
1672,2020,양천구,맑음,원동기,35,0,0,0,0,0.0
1673,2020,양천구,맑음,자전거,71,0,0,0,1,1.41
1674,2020,양천구,맑음,건설기계,11,0,0,0,2,18.18
1675,2020,양천구,맑음,사륜오토바이(AVT),1,0,0,0,0,0.0
1676,2020,양천구,맑음,개인형이동수단(PM),7,0,0,0,0,0.0
1677,2020,양천구,맑음,기타,21,0,0,0,0,0.0
1678,2020,양천구,흐림,승용,27,0,0,0,0,0.0
1679,2020,양천구,흐림,승합,2,0,0,0,0,0.0
1680,2020,양천구,흐림,화물,5,0,0,1,0,0.0
1681,2020,양천구,흐림,이륜,3,0,0,0,0,0.0
1682,2020,양천구,흐림,원동기,1,0,0,0,0,0.0
1683,2020,양천구,흐림,자전거,2,0,0,0,0,0.0
1684,2020,양천구,흐림,개인형이동수단(PM),1,0,0,0,0,0.0
1685,2020,양천구,흐림,기타,1,0,0,0,0,0.0
1686,2020,양천구,비,승용,63,0,0,0,0,0.0
1687,2020,양천구,비,화물,8,0,0,0,0,0.0
1688,2020,양천구,비,이륜,6,0,0,0,0,0.0
1689,2020,양천구,비,원동기,1,0,0,0,0,0.0
1690,2020,양천구,비,자전거,2,0,0,0,0,0.0
1691,2020,양천구,비,기타,2,0,0,0,0,0.0
1692,2020,양천구,눈,승용,1,0,0,0,0,0.0
1693,2020,양천구,눈,사륜오토바이(AVT),1,0,0,0,0,0.0
1694,2020,양천구,기타,승용,6,0,0,0,0,0.0
1695,2020,영등포구,맑음,승용,1165,0,0,0,0,0.0
1696,2020,영등포구,맑음,승합,108,0,0,0,1,0.93
1697,2020,영등포구,맑음,화물,171,0,0,8,1,0.58
1698,2020,영등포구,맑음,특수,5,0,0,0,0,0.0
1699,2020,영등포구,맑음,이륜,221,0,0,0,2,0.9
1700,2020,영등포구,맑음,원동기,37,0,0,0,0,0.0
1701,2020,영등포구,맑음,자전거,202,0,0,0,1,0.5
1702,2020,영등포구,맑음,건설기계,19,0,0,0,0,0.0
1703,2020,영등포구,맑음,사륜오토바이(AVT),1,0,0,0,0,0.0
1704,2020,영등포구,맑음,개인형이동수단(PM),14,0,0,0,0,0.0
1705,2020,영등포구,맑음,기타,41,0,0,0,0,0.0
1706,2020,영등포구,흐림,승용,36,0,0,0,0,0.0
1707,2020,영등포구,흐림,승합,4,0,0,0,0,0.0
1708,2020,영등포구,흐림,화물,2,0,0,0,0,0.0
1709,2020,영등포구,흐림,이륜,8,0,0,0,0,0.0
1710,2020,영등포구,흐림,원동기,1,0,0,0,0,0.0
1711,2020,영등포구,흐림,자전거,2,0,0,0,0,0.0
1712,2020,영등포구,흐림,기타,2,0,0,0,0,0.0
1713,2020,영등포구,비,승용,116,0,0,0,0,0.0
1714,2020,영등포구,비,승합,4,0,0,0,1,25.0
1715,2020,영등포구,비,화물,13,0,0,1,1,7.69
1716,2020,영등포구,비,특수,1,0,0,0,0,0.0
1717,2020,영등포구,비,이륜,15,0,0,0,0,0.0
1718,2020,영등포구,비,원동기,3,0,0,0,0,0.0
1719,2020,영등포구,비,자전거,6,0,0,0,0,0.0
1720,2020,영등포구,비,건설기계,2,0,0,0,0,0.0
1721,2020,영등포구,비,기타,2,0,0,0,0,0.0
1722,2020,영등포구,눈,승용,1,0,0,0,0,0.0
1723,2020,영등포구,눈,승합,1,0,0,0,0,0.0
1724,2020,영등포구,눈,이륜,1,0,0,0,0,0.0
1725,2020,영등포구,기타,승용,3,0,0,0,0,0.0
1726,2020,영등포구,기타,이륜,1,0,0,0,0,0.0
1727,2020,강북구,맑음,승용,540,0,0,0,2,0.37
1728,2020,강북구,맑음,승합,78,0,0,0,0,0.0
1729,2020,강북구,맑음,화물,85,0,0,5,0,0.0
1730,2020,강북구,맑음,이륜,166,0,0,0,1,0.6
1731,2020,강북구,맑음,원동기,13,0,0,0,0,0.0
1732,2020,강북구,맑음,자전거,34,0,0,0,0,0.0
1733,2020,강북구,맑음,건설기계,9,0,0,0,0,0.0
1734,2020,강북구,맑음,개인형이동수단(PM),2,0,0,0,0,0.0
1735,2020,강북구,맑음,기타,11,0,0,0,0,0.0
1736,2020,강북구,흐림,승용,29,0,0,0,0,0.0
1737,2020,강북구,흐림,승합,4,0,0,0,0,0.0
1738,2020,강북구,흐림,화물,5,0,0,1,0,0.0
1739,2020,강북구,흐림,이륜,9,0,0,0,0,0.0
1740,2020,강북구,흐림,원동기,2,0,0,0,0,0.0
1741,2020,강북구,흐림,자전거,1,0,0,0,0,0.0
1742,2020,강북구,흐림,개인형이동수단(PM),1,0,0,0,0,0.0
1743,2020,강북구,흐림,기타,2,0,0,0,0,0.0
1744,2020,강북구,비,승용,48,0,0,0,0,0.0
1745,2020,강북구,비,승합,8,0,0,0,0,0.0
1746,2020,강북구,비,화물,9,0,0,0,0,0.0
1747,2020,강북구,비,이륜,16,0,0,0,0,0.0
1748,2020,강북구,비,원동기,3,0,0,0,0,0.0
1749,2020,강북구,비,자전거,3,0,0,0,0,0.0
1750,2020,강북구,비,기타,1,0,0,0,0,0.0
1751,2020,강북구,눈,승용,3,0,0,0,0,0.0
1752,2020,강북구,기타,승용,1,0,0,0,0,0.0
1753,2020,강북구,기타,승합,1,0,0,0,0,0.0
1754,2020,강북구,기타,화물,1,0,0,0,0,0.0
1755,2020,강북구,기타,이륜,2,0,0,0,0,0.0
1756,2020,용산구,맑음,승용,559,0,0,0,3,0.54
1757,2020,용산구,맑음,승합,47,0,0,0,0,0.0
1758,2020,용산구,맑음,화물,55,0,0,5,1,1.82
1759,2020,용산구,맑음,특수,3,0,0,0,1,33.33
1760,2020,용산구,맑음,이륜,87,0,0,0,3,3.45
1761,2020,용산구,맑음,원동기,3,0,0,0,0,0.0
1762,2020,용산구,맑음,자전거,18,0,0,0,0,0.0
1763,2020,용산구,맑음,건설기계,6,0,0,0,1,16.67
1764,2020,용산구,맑음,개인형이동수단(PM),2,0,0,0,0,0.0
1765,2020,용산구,맑음,기타,24,0,0,0,0,0.0
1766,2020,용산구,흐림,승용,19,0,0,0,1,5.26
1767,2020,용산구,흐림,화물,3,0,0,1,1,33.33
1768,2020,용산구,흐림,이륜,2,0,0,0,0,0.0
1769,2020,용산구,흐림,기타,1,0,0,0,0,0.0
1770,2020,용산구,비,승용,37,0,0,0,1,2.7
1771,2020,용산구,비,승합,1,0,0,0,0,0.0
1772,2020,용산구,비,화물,2,0,0,0,0,0.0
1773,2020,용산구,비,이륜,3,0,0,0,0,0.0
1774,2020,용산구,비,농기계,1,0,0,0,0,0.0
1775,2020,용산구,비,개인형이동수단(PM),2,0,0,0,0,0.0
1776,2020,용산구,비,기타,2,0,0,0,0,0.0
1777,2020,용산구,눈,승용,1,0,0,0,0,0.0
1778,2020,용산구,기타,승용,11,0,0,0,0,0.0
1779,2020,용산구,기타,승합,1,0,0,0,0,0.0
1780,2020,은평구,맑음,승용,511,0,0,0,2,0.39
1781,2020,은평구,맑음,승합,54,0,0,0,2,3.7
1782,2020,은평구,맑음,화물,58,1,0,4,1,1.72
1783,2020,은평구,맑음,특수,2,0,0,0,0,0.0
1784,2020,은평구,맑음,이륜,86,0,0,0,1,1.16
1785,2020,은평구,맑음,원동기,43,0,0,0,2,4.65
1786,2020,은평구,맑음,자전거,40,0,0,0,1,2.5
1787,2020,은평구,맑음,건설기계,8,0,0,0,2,25.0
1788,2020,은평구,맑음,개인형이동수단(PM),3,0,0,0,0,0.0
1789,2020,은평구,맑음,기타,23,0,0,0,0,0.0
1790,2020,은평구,흐림,승용,24,0,0,0,0,0.0
1791,2020,은평구,흐림,승합,1,0,0,0,0,0.0
1792,2020,은평구,흐림,이륜,7,0,0,0,0,0.0
1793,2020,은평구,흐림,원동기,1,0,0,0,0,0.0
1794,2020,은평구,흐림,자전거,1,0,0,0,0,0.0
1795,2020,은평구,흐림,기타,1,0,0,0,0,0.0
1796,2020,은평구,비,승용,57,0,0,0,1,1.75
1797,2020,은평구,비,승합,7,0,0,0,1,14.29
1798,2020,은평구,비,화물,6,0,0,1,0,0.0
1799,2020,은평구,비,이륜,9,0,0,0,1,11.11
1800,2020,은평구,비,원동기,2,0,0,0,0,0.0
1801,2020,은평구,비,자전거,1,0,0,0,0,0.0
1802,2020,은평구,비,건설기계,1,0,0,0,0,0.0
1803,2020,은평구,눈,승용,2,0,0,0,0,0.0
1804,2020,은평구,눈,자전거,1,0,0,0,0,0.0
1805,2020,은평구,눈,기타,1,0,0,0,0,0.0
1806,2020,은평구,기타,승용,1,0,0,0,0,0.0
1807,2020,은평구,기타,이륜,1,0,0,0,0,0.0
1808,2020,은평구,기타,원동기,1,0,0,0,0,0.0
1809,2020,종로구,맑음,승용,501,0,0,0,2,0.4
1810,2020,종로구,맑음,승합,69,0,0,0,1,1.45
1811,2020,종로구,맑음,화물,61,0,0,8,0,0.0
1812,2020,종로구,맑음,특수,2,0,0,0,0,0.0
1813,2020,종로구,맑음,이륜,77,0,0,0,1,1.3
1814,2020,종로구,맑음,원동기,39,0,0,0,0,0.0
1815,2020,종로구,맑음,자전거,18,0,0,0,1,5.56
1816,2020,종로구,맑음,건설기계,5,0,0,0,0,0.0
1817,2020,종로구,맑음,사륜오토바이(AVT),1,0,0,0,0,0.0
1818,2020,종로구,맑음,개인형이동수단(PM),7,0,0,0,0,0.0
1819,2020,종로구,맑음,기타,24,0,0,0,0,0.0
1820,2020,종로구,흐림,승용,17,0,0,0,0,0.0
1821,2020,종로구,흐림,승합,4,0,0,0,0,0.0
1822,2020,종로구,흐림,화물,2,0,0,0,0,0.0
1823,2020,종로구,흐림,이륜,2,0,0,0,0,0.0
1824,2020,종로구,흐림,원동기,1,0,0,0,0,0.0
1825,2020,종로구,흐림,자전거,1,0,0,0,0,0.0
1826,2020,종로구,흐림,기타,1,0,0,0,0,0.0
1827,2020,종로구,비,승용,43,0,0,0,0,0.0
1828,2020,종로구,비,승합,5,0,0,0,0,0.0
1829,2020,종로구,비,화물,8,0,0,1,0,0.0
1830,2020,종로구,비,이륜,5,0,0,0,0,0.0
1831,2020,종로구,비,원동기,3,0,0,0,0,0.0
1832,2020,종로구,비,자전거,1,0,0,0,0,0.0
1833,2020,종로구,비,기타,2,0,0,0,0,0.0
1834,2020,종로구,눈,승용,2,0,0,0,0,0.0
1835,2020,종로구,기타,승용,1,0,0,0,0,0.0
1836,2020,종로구,기타,이륜,1,0,0,0,0,0.0
1837,2020,중구,맑음,승용,488,0,0,0,3,0.61
1838,2020,중구,맑음,승합,75,0,0,0,1,1.33
1839,2020,중구,맑음,화물,92,0,0,9,0,0.0
1840,2020,중구,맑음,특수,1,0,0,0,0,0.0
1841,2020,중구,맑음,이륜,79,0,0,0,2,2.53
1842,2020,중구,맑음,원동기,39,0,0,0,0,0.0
1843,2020,중구,맑음,자전거,18,0,0,0,0,0.0
1844,2020,중구,맑음,건설기계,1,0,0,0,0,0.0
1845,2020,중구,맑음,사륜오토바이(AVT),1,0,0,0,0,0.0
1846,2020,중구,맑음,개인형이동수단(PM),7,0,0,0,0,0.0
1847,2020,중구,맑음,기타,19,0,0,0,0,0.0
1848,2020,중구,흐림,승용,34,0,0,0,0,0.0
1849,2020,중구,흐림,승합,4,0,0,0,0,0.0
1850,2020,중구,흐림,화물,6,0,0,0,0,0.0
1851,2020,중구,흐림,이륜,13,0,0,0,0,0.0
1852,2020,중구,흐림,원동기,3,0,0,0,0,0.0
1853,2020,중구,흐림,자전거,2,0,0,0,0,0.0
1854,2020,중구,흐림,개인형이동수단(PM),1,0,0,0,0,0.0
1855,2020,중구,흐림,기타,3,0,0,0,0,0.0
